Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.48288E-4,23.518722296,0.380171661,0.262890173,0.174479167,0.1875
2.5231E-4,23.754055082,0.38495495,0.260578035,0.182291667,0.197916667
2.5602E-4,24.023651767,0.389334952,0.258265896,0.182291667,0.208333333
2.57575E-4,24.25470016,0.391161559,0.256184971,0.184895833,0.208333333
2.6109E-4,24.514475652,0.395270629,0.253872832,0.1875,0.21875
2.63341E-4,24.750599117,0.397887135,0.251791908,0.1875,0.21875
2.66243E-4,25.015539951,0.40124469,0.249479769,0.1875,0.229166667
2.68558E-4,25.256284667,0.403908805,0.247398844,0.190104167,0.229166667
2.72584E-4,25.526783542,0.408513382,0.245086705,0.197916667,0.229166667
2.7366E-4,25.772643333,0.409738285,0.24300578,0.197916667,0.229166667
2.75811E-4,26.020249661,0.412179481,0.240924855,0.203125,0.229166667
2.77547E-4,26.269623948,0.4141418,0.238843931,0.205729167,0.229166667
2.802E-4,26.520189803,0.417128694,0.236763006,0.208333333,0.229166667
2.81801E-4,26.773180772,0.418923637,0.234682081,0.2109375,0.229166667
2.86081E-4,27.000705057,0.423694588,0.23283237,0.213541667,0.239583333
2.89536E-4,27.260080147,0.427518355,0.230751445,0.21875,0.239583333
2.93429E-4,27.522134631,0.431795316,0.22867052,0.21875,0.239583333
2.95742E-4,27.758215689,0.434321638,0.226820809,0.223958333,0.25
2.96822E-4,28.025025466,0.435497547,0.224739884,0.223958333,0.25
2.98794E-4,28.26239441,0.437637279,0.222890173,0.223958333,0.25
3.02209E-4,28.503461644,0.441324855,0.221040462,0.229166667,0.260416667
3.04124E-4,28.776550833,0.443382093,0.218959538,0.229166667,0.260416667
3.07325E-4,29.021388274,0.446804543,0.217109827,0.231770833,0.270833333
3.11596E-4,29.269246808,0.451337201,0.215260116,0.234375,0.270833333
3.13461E-4,29.519282932,0.453304622,0.213410405,0.234375,0.270833333
3.16045E-4,29.771026598,0.456019875,0.211560694,0.234375,0.270833333
3.19767E-4,30.025790972,0.459906074,0.209710983,0.239583333,0.270833333
3.24464E-4,30.251751521,0.464771479,0.208092486,0.239583333,0.270833333
3.27831E-4,30.512658056,0.468230989,0.206242775,0.239583333,0.28125
3.31254E-4,30.776648344,0.4717268,0.204393064,0.239583333,0.28125
3.33272E-4,31.009381848,0.473776264,0.202774566,0.239583333,0.302083333
3.35637E-4,31.277214196,0.47616873,0.200924855,0.239583333,0.302083333
3.3856E-4,31.513310048,0.47910951,0.199306358,0.244791667,0.302083333
3.39628E-4,31.750666214,0.480180402,0.197687861,0.244791667,0.302083333
3.42575E-4,32.023767072,0.483123374,0.19583815,0.25,0.3125
3.45719E-4,32.265134597,0.48624395,0.194219653,0.255208333,0.3125
3.46995E-4,32.507667579,0.487505463,0.192601156,0.2578125,0.3125
3.50734E-4,32.752299599,0.491183876,0.190982659,0.260416667,0.3125
3.54725E-4,33.034567937,0.495080202,0.189132948,0.265625,0.322916667
3.57011E-4,33.283843054,0.497299799,0.187514451,0.265625,0.322916667
3.59949E-4,33.534762609,0.500136636,0.185895954,0.2734375,0.322916667
3.6205E-4,33.75135163,0.502155785,0.184508671,0.2734375,0.333333333
3.66504E-4,34.006723005,0.506409386,0.182890173,0.276041667,0.333333333
3.68744E-4,34.264365987,0.508534171,0.181271676,0.278645833,0.333333333
3.71814E-4,34.523720077,0.511432617,0.179653179,0.283854167,0.34375
3.76148E-4,34.785732122,0.515494813,0.178034682,0.283854167,0.34375
3.8006E-4,35.012769257,0.519132612,0.176647399,0.286458333,0.34375
3.83925E-4,35.280141162,0.522699628,0.175028902,0.286458333,0.34375
3.85392E-4,35.510938837,0.524046404,0.173641618,0.286458333,0.34375
3.88838E-4,35.782025676,0.527195697,0.172023121,0.291666667,0.34375
3.90146E-4,36.015715964,0.528385767,0.170635838,0.296875,0.354166667
3.93378E-4,36.251033779,0.53131219,0.169248555,0.299479167,0.354166667
3.96909E-4,36.527929558,0.534490365,0.167630058,0.3046875,0.354166667
3.99419E-4,36.767129382,0.536735598,0.166242775,0.309895833,0.354166667
4.02842E-4,37.008000884,0.539779976,0.164855491,0.3203125,0.354166667
4.06303E-4,37.250419917,0.542838869,0.163468208,0.3203125,0.354166667
4.09087E-4,37.535678708,0.545284038,0.161849711,0.322916667,0.354166667
4.13582E-4,37.782755644,0.54920455,0.160462428,0.325520833,0.354166667
4.14359E-4,38.031213557,0.549878655,0.159075145,0.328125,0.354166667
4.16519E-4,38.254351117,0.551747449,0.157687861,0.330729167,0.354166667
4.19988E-4,38.532312066,0.55473364,0.156300578,0.3359375,0.364583333
4.26792E-4,38.787134807,0.560531621,0.154913295,0.346354167,0.375
4.28504E-4,39.001099447,0.561978992,0.153757225,0.346354167,0.375
4.30606E-4,39.259130986,0.563749024,0.152369942,0.348958333,0.375
4.35391E-4,39.5197782,0.567752012,0.150982659,0.3515625,0.385416667
4.38045E-4,39.781951612,0.569955679,0.149595376,0.354166667,0.385416667
4.40327E-4,40.00165303,0.571842287,0.148439306,0.359375,0.385416667
4.44342E-4,40.267003588,0.575141052,0.147052023,0.359375,0.385416667
4.46955E-4,40.534532298,0.577274678,0.14566474,0.364583333,0.385416667
4.49444E-4,40.758727925,0.579296399,0.144508671,0.364583333,0.385416667
4.51668E-4,41.029208369,0.581095394,0.143121387,0.364583333,0.385416667
4.55763E-4,41.256297361,0.584386922,0.141965318,0.364583333,0.385416667
4.61103E-4,41.531240192,0.588640149,0.140578035,0.364583333,0.395833333
4.65876E-4,41.763138979,0.592405203,0.139421965,0.3671875,0.395833333
4.70925E-4,42.043903474,0.596350717,0.138034682,0.369791667,0.40625
4.75893E-4,42.280892923,0.60019538,0.136878613,0.369791667,0.40625
4.78852E-4,42.519778288,0.602468242,0.135722543,0.369791667,0.40625
4.80682E-4,42.759993207,0.603867315,0.134566474,0.369791667,0.40625
4.84081E-4,43.001618455,0.606452339,0.133410405,0.372395833,0.416666667
4.87303E-4,43.293367171,0.608887832,0.132023121,0.377604167,0.416666667
4.91762E-4,43.538392,0.612232781,0.130867052,0.377604167,0.416666667
4.96475E-4,43.785041341,0.615737348,0.129710983,0.3828125,0.416666667
5.00823E-4,44.034411633,0.618942498,0.128554913,0.385416667,0.416666667
5.03514E-4,44.285480382,0.620912844,0.127398844,0.385416667,0.416666667
5.08295E-4,44.538289583,0.624388781,0.126242775,0.388020833,0.416666667
