x,y,species cloglog values
764.0,764.0,0.03566744
765.0,765.0,0.080068804
766.0,766.0,0.10638259
767.0,767.0,0.4383818
768.0,768.0,0.66418004
769.0,769.0,0.07559538
770.0,770.0,0.2876649
771.0,771.0,0.49508017
772.0,772.0,0.03773546
773.0,773.0,0.5194486
774.0,774.0,0.26540914
775.0,775.0,0.13206595
776.0,776.0,0.19150949
777.0,777.0,0.014749475
778.0,778.0,0.4560199
779.0,779.0,0.15912126
780.0,780.0,0.98093873
781.0,781.0,0.0027993084
782.0,782.0,0.12837632
783.0,783.0,0.11774564
784.0,784.0,0.035728946
785.0,785.0,0.060717095
786.0,786.0,0.32546365
787.0,787.0,0.29055744
788.0,788.0,0.18352461
789.0,789.0,0.30136684
790.0,790.0,0.76383066
791.0,791.0,0.019409863
792.0,792.0,0.6022957
793.0,793.0,0.17592834
794.0,794.0,0.22764884
795.0,795.0,0.13966365
796.0,796.0,0.04487563
797.0,797.0,0.13816819
798.0,798.0,0.3812594
799.0,799.0,0.28344536
800.0,800.0,0.50891054
801.0,801.0,0.12300713
802.0,802.0,0.38170582
803.0,803.0,0.16245952
804.0,804.0,0.43676662
805.0,805.0,0.19781317
806.0,806.0,0.09070426
807.0,807.0,0.13354705
808.0,808.0,0.07526835
809.0,809.0,0.4675703
810.0,810.0,0.09331225
811.0,811.0,0.03165777
812.0,812.0,0.4131465
813.0,813.0,0.08615113
814.0,814.0,0.10386253
815.0,815.0,0.03549349
816.0,816.0,0.013917378
817.0,817.0,0.33031803
818.0,818.0,0.2461341
819.0,819.0,0.024594609
820.0,820.0,0.13255252
821.0,821.0,0.54365516
822.0,822.0,0.017720032
823.0,823.0,0.34007645
824.0,824.0,0.19509125
825.0,825.0,0.12921378
826.0,826.0,0.02116135
827.0,827.0,0.14876106
828.0,828.0,0.064057596
829.0,829.0,0.04730664
830.0,830.0,0.07288712
831.0,831.0,0.33516175
832.0,832.0,0.04184427
833.0,833.0,0.008281923
834.0,834.0,0.1574861
835.0,835.0,0.28710178
836.0,836.0,0.07124047
837.0,837.0,0.18663965
838.0,838.0,0.23059575
839.0,839.0,0.11100883
840.0,840.0,0.07934504
841.0,841.0,0.81013393
842.0,842.0,0.10690449
843.0,843.0,0.5175346
844.0,844.0,0.4097383
845.0,845.0,0.17194049
846.0,846.0,0.15964238
847.0,847.0,0.16787921
848.0,848.0,0.37295333
849.0,849.0,0.2607082
