Record ID,Record date,Record time,Species,Lifestage,Sex,Quantity,County,Nearest town/City,Grid ref,Verification state,Latitude,Longitude
29146,2019-05-06,11:42:00,Palmate newt,Adult,unknown,1,Argyll and Bute,,NS18,Considered Correct,55.97527670088271,-5.0488625857858835
29116,2019-05-05,13:30:00,Common frog,Spawn,unknown,3,Perth and Kinross,,NN73,Considered Correct,56.44420240609304,-4.111162717989167
29115,2019-05-05,13:00:00,Common frog,Dead,unknown,1,Perth and Kinross,,NN72,Considered Correct,56.35442229896726,-4.106192373703626
29114,2019-05-05,12:30:00,Common frog,Dead,unknown,1,Perth and Kinross,,NN82,Considered Correct,56.35706489997062,-3.9443041204811315
29113,2019-05-04,15:30:00,Common frog,Spawn,unknown,10,Angus,,NO17,Considered Correct,56.812770449413904,-3.476046477813446
29112,2019-05-04,13:00:00,Common frog,Dead,unknown,1,Angus,,NO17,Considered Correct,56.812770449413904,-3.476046477813446
29111,2019-05-04,12:30:00,Common toad,Dead,unknown,1,Angus,,NO17,Considered Correct,56.812770449413904,-3.476046477813446
29110,2019-05-04,12:30:00,Common toad,Dead,unknown,1,Angus,,NO17,Considered Correct,56.812770449413904,-3.476046477813446
29091,2019-05-04,16:30:00,Palmate newt,Adult,unknown,1,Stirling,Bannockburn,NS89,Considered Correct,56.087688414280585,-3.9306960832151563
29090,2019-05-04,16:30:00,Palmate newt,Adult,unknown,1,Stirling,Bannockburn,NS89,Considered Correct,56.087688414280585,-3.9306960832151563
29041,2019-04-20,16:20:00,Common toad,Adult,unknown,40,Argyll and Bute,,NS29,Considered Correct,56.06886295384333,-4.8952120332083116
28969,2019-04-29,10:34:00,Unknown newt,Adult,unknown,1,South Lanarkshire,,NT03,Considered Correct,55.553407291827064,-3.587072197817336
28968,2019-04-29,16:00:00,Slow-worm,Adult,unknown,1,Stirling,Aberfoyle,NN50,Considered Correct,56.16897938951789,-4.418595563205795
28965,2019-04-29,14:00:00,Smooth newt,Adult,unknown,18,South Ayrshire,Girvan,NX19,Unable to Verify,55.16771931642813,-4.986759626135255
28960,2019-04-29,09:10:00,Slow-worm,Dead,unknown,2,Moray,Blacksboat,NJ13,Considered Correct,57.351575131220834,-3.497620545104265
28957,2019-04-13,12:40:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28956,2019-04-13,12:20:00,Adder,Adult,unknown,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28955,2019-04-13,12:20:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28954,2019-04-13,12:05:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28953,2019-04-13,11:45:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28952,2019-04-13,11:20:00,Adder,Adult,female,2,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28951,2019-04-13,11:20:00,Adder,Adult,male,2,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28950,2019-04-05,12:37:00,Adder,Adult,female,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28949,2019-04-05,12:25:00,Adder,Adult,female,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28948,2019-04-05,12:20:00,Adder,Adult,male,2,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28947,2019-04-05,12:20:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28946,2019-04-05,12:02:00,Adder,Adult,female,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28945,2019-04-05,11:33:00,Adder,Adult,female,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28944,2019-04-05,11:28:00,Adder,Adult,female,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28943,2019-03-25,,Adder,Sloughs,unknown,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28942,2019-03-25,10:00:00,Adder,Adult,unknown,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28941,2019-03-25,09:30:00,Adder,Adult,female,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28940,2019-03-25,10:00:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28939,2019-03-25,09:33:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28938,2019-03-14,12:30:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28937,2019-03-14,12:30:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28936,2019-03-14,12:30:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28935,2019-03-14,12:30:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28934,2019-03-14,12:30:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28933,2019-03-11,14:41:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28932,2019-03-11,14:32:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28931,2019-03-11,14:00:00,Adder,Adult,male,1,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28930,2019-03-03,11:00:00,Adder,Adult,male,5,Scottish Borders,Yarrow,NT32,Considered Correct,55.46880483646621,-3.1088925976621353
28926,2019-04-28,10:25:00,Common lizard,Adult,unknown,1,North Ayrshire,Millport,NS15,Considered Correct,55.70610793105829,-5.0278096381463735
28922,2019-04-28,11:30:00,Adder,Dead,unknown,1,East Lothian,Duns,NT66,Considered Correct,55.83156921586694,-2.6401603567229626
28921,2019-04-28,11:00:00,Adder,Adult,male,1,East Lothian,Duns,NT66,Considered Correct,55.83156921586694,-2.6401603567229626
28920,2019-04-28,22:15:00,Palmate newt,Adult,unknown,1,West Lothian,Blackburn,NS96,Considered Correct,55.820681008092585,-3.757676742329605
28919,2019-04-28,21:00:00,Palmate newt,Adult,unknown,1,Edinburgh City,EH12,NT27,Considered Correct,55.91641542454328,-3.281701756420288
28916,2019-04-28,11:00:00,Slow-worm,Adult,unknown,1,Argyll and Bute,Tobermory,NM55,Considered Correct,56.57513674513552,-6.077587056808921
28914,2019-04-21,16:02:00,Common lizard,Adult,unknown,1,Stirling,,NN60,Considered Correct,56.172023025920375,-4.257466760196662
28910,2019-04-28,16:00:00,Common frog,Adult,unknown,2,Moray,,NJ23,Considered Correct,57.353442239061,-3.3314028638106215
28909,2019-04-28,13:00:00,Smooth newt,Adult,female,6,Moray,,NJ23,Unable to Verify,57.353442239061,-3.3314028638106215
28908,2019-04-28,16:30:00,Smooth newt,Adult,male,8,Moray,,NJ23,Unable to Verify,57.353442239061,-3.3314028638106215
28901,2019-04-28,15:00:00,Great crested newt,Adult,unknown,1,Scottish Borders,Traquair,NT33,Unable to Verify,55.55864191388643,-3.1114226951737627
28887,2019-04-20,13:00:00,Common lizard,Adult,unknown,Qty unknown,Stirling,,NN50,Considered Correct,56.16897938951789,-4.418595563205795
28863,2019-04-25,22:00:00,Alpine newt,Adult,unknown,1,Edinburgh City,EH8,NT27,Considered Correct,55.91641542454328,-3.281701756420288
28855,2019-04-08,10:30:00,Palmate newt,Adult,unknown,1,Moray,,NJ33,Considered Correct,57.35509011507091,-3.16518460593604
28845,2019-04-21,10:30:00,Common frog,Spawn,unknown,2,Aberdeenshire,,NO17,Considered Correct,56.812770449413904,-3.476046477813446
28766,2019-04-23,09:38:00,Smooth newt,Adult,unknown,1,Perth and Kinross,Murthly,NO13,Considered Correct,56.45353844050548,-3.4620766933756277
28765,2019-04-08,17:53:00,Palmate newt,Adult,female,1,Perth and Kinross,Murthly,NO13,Considered Correct,56.45353844050548,-3.4620766933756277
28737,2019-04-22,14:00:00,Common lizard,Adult,unknown,1,West Dunbartonshire,Bowling,NS47,Considered Correct,55.89645865268496,-4.561789603748489
28727,2019-04-22,15:51:00,Common lizard,Adult,unknown,1,Stirling,Denny,NS68,Considered Correct,55.99247065834149,-4.246974641507551
28722,2019-04-21,11:45:00,Adder,Adult,unknown,1,Perth and Kinross,,NN93,Considered Correct,56.44929385657882,-3.78662131848695
28713,2019-04-20,12:00:00,Slow-worm,Adult,unknown,1,Argyll and Bute,Hunters Quay,NS17,Considered Correct,55.885555677043406,-5.041805016780424
28707,2019-04-20,11:40:00,Common lizard,Adult,male,2,Dumfries and Galloway,,NT11,Considered Correct,55.37570331980385,-3.4220376549014357
28703,2019-04-21,14:00:00,Slow-worm,Adult,unknown,1,Argyll and Bute,Isle of Mull,NM44,Considered Correct,56.48011206584037,-6.230558151600648
28698,2019-04-21,15:34:00,Common lizard,Adult,unknown,1,Stirling,,NS89,Considered Correct,56.087688414280585,-3.9306960832151563
28695,2019-04-21,09:30:00,Common frog,Tadpoles,unknown,Qty unknown,Angus,,NO53,Considered Correct,56.459485149029966,-2.8129800390933877
28694,2019-04-21,09:30:00,Unknown newt,Adult,unknown,1,Angus,,NO53,Considered Correct,56.459485149029966,-2.8129800390933877
28669,2019-04-21,14:00:00,Slow-worm,Young,unknown,1,Aberdeenshire,Aboyne,NO59,Considered Correct,56.99844698704074,-2.824701474179674
28659,2019-04-20,14:00:00,Common lizard,Adult,unknown,1,Stirling,,NN40,Considered Correct,56.16572647677208,-4.57972326564349
28653,2019-04-20,14:15:00,Common lizard,Adult,unknown,1,Scottish Borders,,NT23,Considered Correct,55.55710191407488,-3.269973164333242
28652,2019-04-19,14:40:00,Common lizard,Adult,unknown,1,North Ayrshire,Irvine,NS33,Considered Correct,55.53402884923348,-4.696891106885429
28651,2019-04-18,15:30:00,Common lizard,Adult,unknown,1,Argyll and Bute,,NN31,Considered Correct,56.25200516420609,-4.747274001169642
28650,2019-04-20,12:00:00,Common lizard,Young,unknown,1,Aberdeenshire,Fetteresso,NO88,Considered Correct,56.91089572536221,-2.330062430170906
28647,2019-04-20,14:36:00,Common lizard,Adult,unknown,1,Aberdeenshire,Aboyne,NO59,Considered Correct,56.99844698704074,-2.824701474179674
28642,2019-04-20,16:30:00,Common lizard,Adult,unknown,2,Aberdeenshire,,NK15,Considered Correct,57.54002695573975,-1.834618442210388
28641,2019-04-20,14:30:00,Slow-worm,Adult,unknown,1,Argyll and Bute,Shandon,NS28,Considered Correct,55.97913086315488,-4.888487500400019
28640,2019-04-20,13:30:00,Adder,Adult,unknown,1,Moray,,NJ05,Considered Correct,57.529064486851254,-3.672016490339631
28639,2019-04-20,12:30:00,Common lizard,Adult,unknown,1,Moray,,NJ05,Considered Correct,57.529064486851254,-3.672016490339631
28594,2019-04-19,13:33:00,Common toad,Young,unknown,3,Stirling,,NS78,Considered Correct,55.99528592313983,-4.086593658479989
28572,2019-04-18,13:30:00,Common lizard,Adult,unknown,1,Perth and Kinross,,NN63,Considered Correct,56.441339285423894,-4.273432030581684
28544,2019-04-16,00:00:00,Unknown frog or toad,Tadpoles,unknown,Qty unknown,South Ayrshire,Troon,NS33,Considered Correct,55.53402884923348,-4.696891106885429
28543,2019-04-17,16:57:00,Unknown newt,Tadpoles,unknown,Qty unknown,South Ayrshire,Troon,NS33,Considered Correct,55.53402884923348,-4.696891106885429
28532,2018-09-05,,Common lizard,Adult,male,1,Aberdeenshire,Raemoir,NO69,Considered Correct,56.9994234374646,-2.660087253665358
28518,2019-04-17,16:45:00,Adder,Adult,female,1,Perth and Kinross,Braco,NN81,Considered Correct,56.26727429121557,-3.939742083587349
28517,2019-04-17,16:45:00,Adder,Adult,male,1,Perth and Kinross,Braco,NN81,Considered Correct,56.26727429121557,-3.939742083587349
28498,2019-04-17,14:15:00,Adder,Adult,unknown,1,Dumfries and Galloway,Colvend,NX85,Considered Correct,54.830413454906996,-3.870163908080919
28475,2019-04-15,20:00:00,Common frog,Adult,unknown,1,Fife,Glenrothes,NT29,Considered Correct,56.09606363525023,-3.2876667296321744
28469,2019-04-14,11:07:00,Common lizard,Dead,unknown,1,Perth and Kinross,,NN97,Considered Correct,56.808467869761756,-3.803691609194905
28459,2019-04-11,11:00:00,Common lizard,Adult,unknown,1,Perth and Kinross,,NN72,Considered Correct,56.35442229896726,-4.106192373703626
28433,2019-04-14,11:30:00,Slow-worm,Adult,unknown,1,Argyll and Bute,,NM92,Considered Correct,56.32569820285978,-5.40125816609741
28420,2019-04-13,14:00:00,Common lizard,Adult,unknown,1,Edinburgh City,,NT16,Considered Correct,55.824826681548124,-3.4383893728975528
28419,2019-04-13,13:33:00,Unknown lizard,Young,unknown,Qty unknown,Falkirk,Bainsford,NS88,Unable to Verify,55.99789314655498,-3.9262117125458498
28416,2019-04-13,10:52:00,Common frog,Tadpoles,unknown,Qty unknown,Perth and Kinross,Pitlochry,NN95,Considered Correct,56.62888389266282,-3.7951070800556357
28408,2019-04-12,13:33:00,Common frog,Spawn,unknown,Qty unknown,Clackmannanshire,,NS99,Considered Correct,56.09009560543359,-3.7699398969396944
28402,2019-04-12,13:00:00,Common lizard,Adult,unknown,,North Ayrshire,,NR93,Considered Correct,55.51846018297016,-5.331046991364488
28390,2019-04-11,16:07:00,Adder,Young,unknown,1,Dumfries and Galloway,,NX57,Considered Correct,55.001901537945535,-4.347754659015528
28351,2019-04-11,19:00:00,Common lizard,Adult,unknown,1,North Lanarkshire,Longriggend,NS87,Considered Correct,55.908096326281786,-3.9217528270127855
28345,2019-04-10,00:15:30,Adder,unknown,,,North Ayrshire,,NR95,Considered Incorrect,55.69786059907188,-5.346340597319645
28344,2019-04-10,00:15:30,Adder,Adult,,1,North Ayrshire,,NR95,Considered Correct,55.69786059907188,-5.346340597319645
28326,2019-03-27,11:00:00,Common toad,Adult,unknown,150,Perth and Kinross,,NN95,Considered Correct,56.62888389266282,-3.7951070800556357
28306,2019-04-10,11:15:00,Common frog,Dead,unknown,Qty unknown,Perth and Kinross,Pitlochry,NN95,Considered Correct,56.62888389266282,-3.7951070800556357
28259,2019-04-08,19:00:00,Palmate newt,Adult,unknown,3,Moray,,NJ24,Considered Correct,57.443244394254805,-3.33466569501471
28184,2019-03-17,10:55:00,Unknown frog or toad,Spawn,unknown,Qty unknown,Perth and Kinross,Pitlochry,NN95,Considered Correct,56.62888389266282,-3.7951070800556357
28183,2019-03-30,11:01:00,Common frog,Spawn,unknown,Qty unknown,Perth and Kinross,Pitlochry,NN95,Considered Correct,56.62888389266282,-3.7951070800556357
28182,2019-03-30,11:01:00,Common frog,Adult,unknown,3,Perth and Kinross,Pitlochry,NN95,Considered Correct,56.62888389266282,-3.7951070800556357
28143,2019-04-01,14:30:00,Smooth newt,Adult,female,1,Aberdeenshire,,NJ92,Unable to Verify,57.270543906050904,-2.1674572777040426
28117,2019-03-29,09:45:00,Adder,Adult,male,1,East Lothian,,NT66,Considered Correct,55.83156921586694,-2.6401603567229626
28116,2019-03-29,09:45:00,Adder,Adult,female,1,East Lothian,,NT66,Considered Correct,55.83156921586694,-2.6401603567229626
28085,2019-03-31,17:30:00,Common frog,Spawn,unknown,70,Argyll and Bute,,NM53,Considered Correct,56.395909138762065,-6.058311560129943
28069,2019-03-31,12:30:00,Common lizard,Adult,unknown,1,Stirling,,NN53,Considered Correct,56.43826467570375,-4.435700323707227
28058,2019-03-30,14:30:00,Common lizard,Adult,unknown,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
28057,2019-03-30,14:00:00,Adder,Adult,male,2,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
28056,2019-03-30,13:25:00,Common lizard,Adult,unknown,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
28055,2019-03-30,13:15:00,Slow-worm,Adult,unknown,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
28054,2019-03-30,13:15:00,Adder,Adult,male,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
28053,2019-03-30,13:00:00,Common lizard,Adult,unknown,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
28011,2019-03-29,10:15:00,Slow-worm,Adult,unknown,4,Dumfries and Galloway,Carsluith,NX45,Considered Correct,54.81923188376813,-4.49302001621709
28008,2019-03-30,10:00:00,Smooth newt,Young,unknown,,Argyll and Bute,,NM64,Unable to Verify,56.49072529558894,-5.905283031859947
27941,2019-03-27,15:00:00,Palmate newt,Dead,unknown,1,East Renfrewshire,Glasgow,NS55,Considered Correct,55.720136869995855,-4.390731393071443
27940,2019-03-27,15:00:00,Common lizard,Dead,unknown,,East Renfrewshire,Glasgow,NS55,Considered Incorrect,55.720136869995855,-4.390731393071443
27937,2019-03-26,11:15:00,Common toad,Adult,female,1,Argyll and Bute,Isle of Iona,NM22,Considered Correct,56.289536956780026,-6.534362109323509
27936,2019-03-04,11:00:00,Common frog,Adult,unknown,4,Argyll and Bute,Isle of Iona,NM22,Considered Correct,56.289536956780026,-6.534362109323509
27903,2019-03-26,19:30:00,Common toad,Adult,unknown,1,Aberdeen City,Cove,NJ90,Considered Correct,57.090885440978234,-2.1666454199245844
27868,2019-03-23,14:30:00,Common lizard,Adult,unknown,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
27867,2019-03-23,14:01:00,Common lizard,Adult,unknown,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
27866,2019-03-23,14:10:00,Slow-worm,Adult,unknown,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
27865,2019-03-23,14:00:00,Adder,Adult,male,1,Argyll and Bute,,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
27864,2019-03-23,14:15:00,Adder,Adult,male,1,Argyll and Bute,Isle of Mull,NM45,Considered Correct,56.56970636133549,-6.2406102142814985
27859,2019-03-25,13:15:00,Common lizard,Adult,unknown,1,Aberdeenshire,Aboyne,NJ50,Considered Correct,57.08826924773519,-2.826695122349654
27822,2019-03-23,21:00:00,Palmate newt,Young,unknown,1,Edinburgh City,Balerno,NT16,Considered Correct,55.824826681548124,-3.4383893728975528
27821,2019-03-23,21:00:00,Palmate newt,Young,unknown,1,Edinburgh City,Balerno,NT16,Considered Correct,55.824826681548124,-3.4383893728975528
27818,2019-03-23,15:26:00,Common lizard,Adult,unknown,1,Aberdeenshire,Crathes,NO79,Considered Correct,57.00018348036812,-2.49547272836101
27804,2019-03-22,11:00:00,Common frog,Adult,unknown,9,Edinburgh City,EH10,NT27,Considered Correct,55.91641542454328,-3.281701756420288
27778,2019-03-21,15:12:00,Slow-worm,Adult,unknown,1,Aberdeenshire,Banchory,NO69,Considered Correct,56.9994234374646,-2.660087253665358
27766,2019-03-20,21:30:00,Common toad,Adult,unknown,Qty unknown,Clackmannanshire,,NS89,Considered Correct,56.087688414280585,-3.9306960832151563
27765,2019-03-20,21:30:00,Common frog,Adult,unknown,Qty unknown,Clackmannanshire,,NS89,Considered Correct,56.087688414280585,-3.9306960832151563
27753,2019-03-20,21:00:00,Palmate newt,Adult,male,1,Perth and Kinross,Crieff,NN82,Considered Correct,56.35706489997062,-3.9443041204811315
27752,2019-03-20,20:00:00,Smooth newt,Adult,female,1,Aberdeenshire,Potterton,NJ91,Considered Correct,57.18071532230036,-2.167050158812847
27751,2019-03-20,20:10:00,Common lizard,Young,unknown,1,West Lothian,Whiteside,NS96,Considered Correct,55.820681008092585,-3.757676742329605
27747,2019-03-20,13:30:00,Palmate newt,Adult,unknown,2,Scottish Borders,West Linton,NT15,Considered Correct,55.73500491468084,-3.4350819592603066
27705,2019-03-17,13:30:00,Palmate newt,Adult,female,1,Glasgow City,Glasgow,NS65,Considered Correct,55.72312983318241,-4.231458855774328
27704,2019-03-18,20:15:00,Palmate newt,Adult,female,1,North Lanarkshire,Kirk of Shotts,NS86,Considered Correct,55.81829795367108,-3.917319228356676
27549,2019-03-09,00:15:00,Common frog,Spawn,unknown,5,Falkirk,Bainsford,NS88,Considered Correct,55.99789314655498,-3.9262117125458498
27548,2019-03-09,00:15:00,Palmate newt,Adult,unknown,5,Falkirk,Bainsford,NS88,Considered Correct,55.99789314655498,-3.9262117125458498
27547,2019-03-09,00:15:00,Common frog,Adult,unknown,12,Falkirk,Bainsford,NS88,Considered Correct,55.99789314655498,-3.9262117125458498
27481,2018-07-14,15:00:00,Adder,Young,unknown,1,Stirling,Aberfoyle,NN50,Considered Correct,56.16897938951789,-4.418595563205795
27464,2019-02-28,11:30:00,Common frog,Adult,unknown,5,Moray,Marypark,NJ23,Considered Correct,57.353442239061,-3.3314028638106215
27456,2019-03-04,12:22:00,Common frog,Adult,unknown,9,Angus,Hillside,NO76,Considered Correct,56.73069097618194,-2.4919203052495953
27455,2019-03-04,12:22:00,Palmate newt,Young,unknown,30,Angus,Hillside,NO76,Considered Correct,56.73069097618194,-2.4919203052495953
27454,2019-03-04,12:22:00,Common frog,Spawn,unknown,21,Angus,Hillside,NO76,Considered Correct,56.73069097618194,-2.4919203052495953
27447,2019-03-02,17:40:00,Common frog,Adult,female,1,Clackmannanshire,Dollar,NS99,Considered Correct,56.09009560543359,-3.7699398969396944
27446,2019-03-03,12:00:00,Common frog,Spawn,unknown,4,Angus,Brechin,NO56,Considered Correct,56.728972135259816,-2.818789780329532
27407,2019-03-02,17:05:00,Common frog,Adult,unknown,16,Edinburgh City,EH10,NT27,Considered Correct,55.91641542454328,-3.281701756420288
27361,2019-02-27,20:00:00,Unknown newt,Adult,unknown,1,Dumfries and Galloway,,NT00,Considered Correct,55.28394396578593,-3.576294865827029
27349,2019-02-27,14:42:00,Common lizard,Adult,unknown,1,Stirling,,NS69,Considered Correct,56.082247660976726,-4.252205719694728
27346,2019-02-22,12:01:00,Adder,Adult,male,1,Aberdeenshire,,NO28,Considered Correct,56.90441029765564,-3.3153730508715373
27345,2019-02-25,,Common toad,Adult,male,1,Aberdeenshire,,NO38,Considered Correct,56.90603023891988,-3.1511556689186926
27344,2019-02-25,,Common frog,Adult,male,1,Aberdeenshire,,NO38,Considered Correct,56.90603023891988,-3.1511556689186926
27333,2019-02-26,15:30:00,Common lizard,Adult,unknown,2,South Ayrshire,Barrhill,NX28,Considered Correct,55.08170895920523,-4.8232959787323955
27322,2019-02-23,14:30:00,Adder,Adult,male,1,Angus,Tarfside,NO48,Considered Correct,56.90743461425339,-2.9869377719050383
27317,2019-02-23,10:30:00,Adder,Adult,unknown,2,Angus,,NO47,Considered Correct,56.8176137057337,-2.984574030979851
27316,2019-02-23,10:30:00,Adder,Adult,unknown,2,Angus,,NO47,Considered Correct,56.8176137057337,-2.984574030979851
27310,2018-10-10,15:00:00,Slow-worm,Young,unknown,1,Aberdeenshire,Aboyne,NO49,Considered Correct,56.99725415792699,-2.9893153202916434
27271,2019-02-24,10:30:00,Adder,Adult,female,13,Angus,Edzell,NO66,Considered Correct,56.72993865968659,-2.6553551962852646
27270,2019-02-23,19:00:00,Smooth newt,Adult,male,1,Angus,Dundee,NO53,Considered Correct,56.459485149029966,-2.8129800390933877
27269,2019-02-24,12:00:00,Common frog,Spawn,unknown,28,Stirling,,NN40,Considered Correct,56.16572647677208,-4.57972326564349
27249,2019-02-24,10:00:00,Adder,Adult,female,1,Scottish Borders,,NT65,Considered Correct,55.74172488415889,-2.6386880642026074
27239,2019-02-23,10:31:00,Common lizard,Adult,unknown,1,Scottish Borders,,NT21,Considered Correct,55.37743660125516,-3.264207484503771
27203,2019-02-21,20:20:00,Palmate newt,Young,unknown,1,East Dunbartonshire,Bearsden,NS57,Considered Correct,55.89967892650784,-4.401782003177368
27184,2019-02-20,23:41:00,Unknown newt,Adult,unknown,3,East Ayrshire,New Cumnock,NS61,Considered Correct,55.36398585814878,-4.211176711698487
27183,2019-02-20,23:41:00,Unknown newt,Adult,unknown,3,East Ayrshire,New Cumnock,NS61,Considered Correct,55.36398585814878,-4.211176711698487
27134,2019-02-15,14:30:00,Adder,Adult,male,2,Dumfries and Galloway,,NX35,Considered Correct,54.81593879517866,-4.648731163899823
27132,2019-02-11,15:00:00,Adder,Adult,male,1,Dumfries and Galloway,,NX35,Considered Correct,54.81593879517866,-4.648731163899823
27104,2019-02-16,16:20:00,Palmate newt,Young,unknown,1,Perth and Kinross,,NN75,Considered Correct,56.623757832076684,-4.121189782371863
27087,2019-02-15,10:35:00,Palmate newt,Adult,unknown,2,Falkirk,Larbert,NS88,Considered Correct,55.99789314655498,-3.9262117125458498
27031,2009-09-30,,Common frog,Dead,unknown,1,Angus,Montrose,NO75,Considered Correct,56.6408575027202,-2.4907498508733465
27027,2009-09-06,,Common frog,Dead,unknown,1,Angus,Montrose,NO75,Considered Correct,56.6408575027202,-2.4907498508733465
26928,2016-05-08,,Common frog,Adult,unknown,3,Angus,,NO65,Considered Correct,56.640107737213405,-2.6537960754630103
26926,2018-08-29,,Common lizard,Adult,unknown,1,Angus,Montrose,NO75,Considered Correct,56.6408575027202,-2.4907498508733465
26925,2019-01-19,15:40:00,Common lizard,Adult,unknown,2,Stirling,Aberfoyle,NN50,Considered Correct,56.16897938951789,-4.418595563205795
26923,2017-08-20,22:33:00,Common toad,Adult,unknown,1,Angus,Montrose,NO75,Considered Correct,56.6408575027202,-2.4907498508733465
26917,2018-07-14,,Common toad,Young,unknown,1,Angus,Montrose,NO75,Considered Correct,56.6408575027202,-2.4907498508733465
26735,2019-01-19,14:20:00,Common lizard,Adult,female,1,Aberdeenshire,Kincardine O’Neil,NO59,Considered Correct,56.99844698704074,-2.824701474179674
26351,2018-12-23,04:15:00,Unknown lizard,Adult,unknown,1,North Lanarkshire,Cumbernauld,NS77,Unable to Verify,55.905497845149284,-4.081763542363606
25811,2018-11-05,08:03:00,Palmate newt,Young,unknown,1,Falkirk,Falkirk,NS87,Considered Correct,55.908096326281786,-3.9217528270127855
25662,2018-10-28,12:00:00,Common toad,Dead,unknown,1,Perth and Kinross,,NO13,Considered Correct,56.45353844050548,-3.4620766933756277
24534,2018-10-07,15:40:00,Slow-worm,Adult,unknown,1,Moray,,NJ15,Unable to Verify,57.53116515654208,-3.504982488524269
24524,2018-10-07,10:35:00,Common lizard,Young,unknown,1,Perth and Kinross,,NN96,Considered Correct,56.718676638558165,-3.799386899951553
24395,2018-09-30,01:30:00,Unknown newt,Adult,unknown,Qty unknown,Glasgow City,Glasgow,NS56,Considered Correct,55.809908738869886,-4.396241019451688
24381,2018-09-26,23:30:00,Palmate newt,Adult,unknown,1,Aberdeenshire,,NJ75,Considered Correct,57.539133016572755,-2.5027673935735915
24380,2018-09-26,21:07:00,Common lizard,Young,unknown,1,Edinburgh City,Edinburgh Airport,NT17,Unable to Verify,55.91464699687556,-3.4417156105499176
24342,2018-09-21,14:00:00,Adder,Adult,unknown,1,Argyll and Bute,Luss,NS39,Considered Correct,56.072521804743204,-4.734462254683244
24298,2018-09-17,12:30:00,Unknown lizard,Young,unknown,1,South Ayrshire,Ayr,NS31,Unable to Verify,55.35451695955338,-4.684648049898121
