"Record ID","Record date","Record time",Species,Lifestage,Sex,Quantity,County,"Nearest town/City","Grid ref","Verification state"
28647,2019-04-20,14:36:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Aboyne,NO59,"Considered Correct"
28642,2019-04-20,16:30:00,"Common lizard",Adult,unknown,2,Aberdeenshire,,NK15,"Considered Correct"
28641,2019-04-20,14:30:00,Slow-worm,Adult,unknown,1,"Argyll and Bute",Shandon,NS28,"Considered Correct"
28640,2019-04-20,13:30:00,Adder,Adult,unknown,1,Moray,,NJ05,"Considered Correct"
28639,2019-04-20,12:30:00,"Common lizard",Adult,unknown,1,Moray,,NJ05,"Considered Correct"
28594,2019-04-19,13:33:00,"Common toad",Young,unknown,3,Stirling,,NS78,"Considered Correct"
28572,2019-04-18,13:30:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",,NN63,"Considered Correct"
28544,2019-04-16,00:00:00,"Unknown frog or toad",Tadpoles,unknown,"Qty unknown","South Ayrshire",Troon,NS33,"Considered Correct"
28543,2019-04-17,16:57:00,"Unknown newt",Tadpoles,unknown,"Qty unknown","South Ayrshire",Troon,NS33,"Considered Correct"
28532,2018-09-05,,"Common lizard",Adult,male,1,Aberdeenshire,Raemoir,NO69,"Considered Correct"
28518,2019-04-17,16:45:00,Adder,Adult,female,1,"Perth and Kinross",Braco,NN81,"Considered Correct"
28517,2019-04-17,16:45:00,Adder,Adult,male,1,"Perth and Kinross",Braco,NN81,"Considered Correct"
28498,2019-04-17,14:15:00,Adder,Adult,unknown,1,"Dumfries and Galloway",Colvend,NX85,"Considered Correct"
28475,2019-04-15,20:00:00,"Common frog",Adult,unknown,1,Fife,Glenrothes,NT29,"Considered Correct"
28469,2019-04-14,11:07:00,"Common lizard",Dead,unknown,1,"Perth and Kinross",,NN97,"Considered Correct"
28459,2019-04-11,11:00:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",,NN72,"Considered Correct"
28433,2019-04-14,11:30:00,Slow-worm,Adult,unknown,1,"Argyll and Bute",,NM92,"Considered Correct"
28420,2019-04-13,14:00:00,"Common lizard",Adult,unknown,1,"Edinburgh City",,NT16,"Considered Correct"
28419,2019-04-13,13:33:00,"Unknown lizard",Young,unknown,"Qty unknown",Falkirk,Bainsford,NS88,"Unable to Verify"
28416,2019-04-13,10:52:00,"Common frog",Tadpoles,unknown,"Qty unknown","Perth and Kinross",Pitlochry,NN95,"Considered Correct"
28408,2019-04-12,13:33:00,"Common frog",Spawn,unknown,"Qty unknown",Clackmannanshire,,NS99,"Considered Correct"
28402,2019-04-12,13:00:00,"Common lizard",Adult,unknown,,"North Ayrshire",,NR93,"Considered Correct"
28390,2019-04-11,16:07:00,Adder,Young,unknown,1,"Dumfries and Galloway",,NX57,"Considered Correct"
28351,2019-04-11,19:00:00,"Common lizard",Adult,unknown,1,"North Lanarkshire",Longriggend,NS87,"Considered Correct"
28345,2019-04-10,00:15:30,Adder,unknown,,,"North Ayrshire",,NR95,"Considered Incorrect"
28344,2019-04-10,00:15:30,Adder,Adult,,1,"North Ayrshire",,NR95,"Considered Correct"
28326,2019-03-27,11:00:00,"Common toad",Adult,unknown,150,"Perth and Kinross",,NN95,"Considered Correct"
28306,2019-04-10,11:15:00,"Common frog",Dead,unknown,"Qty unknown","Perth and Kinross",Pitlochry,NN95,"Considered Correct"
28259,2019-04-08,19:00:00,"Palmate newt",Adult,unknown,3,Moray,,NJ24,"Considered Correct"
28184,2019-03-17,10:55:00,"Unknown frog or toad",Spawn,unknown,"Qty unknown","Perth and Kinross",Pitlochry,NN95,"Considered Correct"
28183,2019-03-30,11:01:00,"Common frog",Spawn,unknown,"Qty unknown","Perth and Kinross",Pitlochry,NN95,"Considered Correct"
28182,2019-03-30,11:01:00,"Common frog",Adult,unknown,3,"Perth and Kinross",Pitlochry,NN95,"Considered Correct"
28143,2019-04-01,14:30:00,"Smooth newt",Adult,female,1,Aberdeenshire,,NJ92,"Unable to Verify"
28117,2019-03-29,09:45:00,Adder,Adult,male,1,"East Lothian",,NT66,"Considered Correct"
28116,2019-03-29,09:45:00,Adder,Adult,female,1,"East Lothian",,NT66,"Considered Correct"
28085,2019-03-31,17:30:00,"Common frog",Spawn,unknown,70,"Argyll and Bute",,NM53,"Considered Correct"
28069,2019-03-31,12:30:00,"Common lizard",Adult,unknown,1,Stirling,,NN53,"Considered Correct"
28058,2019-03-30,14:30:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",,NM45,"Considered Correct"
28057,2019-03-30,14:00:00,Adder,Adult,male,2,"Argyll and Bute",,NM45,"Considered Correct"
28056,2019-03-30,13:25:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",,NM45,"Considered Correct"
28055,2019-03-30,13:15:00,Slow-worm,Adult,unknown,1,"Argyll and Bute",,NM45,"Considered Correct"
28054,2019-03-30,13:15:00,Adder,Adult,male,1,"Argyll and Bute",,NM45,"Considered Correct"
28053,2019-03-30,13:00:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",,NM45,"Considered Correct"
28011,2019-03-29,10:15:00,Slow-worm,Adult,unknown,4,"Dumfries and Galloway",Carsluith,NX45,"Considered Correct"
28008,2019-03-30,10:00:00,"Smooth newt",Young,unknown,,"Argyll and Bute",,NM64,"Unable to Verify"
27941,2019-03-27,15:00:00,"Palmate newt",Dead,unknown,1,"East Renfrewshire",Glasgow,NS55,"Considered Correct"
27940,2019-03-27,15:00:00,"Common lizard",Dead,unknown,,"East Renfrewshire",Glasgow,NS55,"Considered Incorrect"
27937,2019-03-26,11:15:00,"Common toad",Adult,female,1,"Argyll and Bute","Isle of Iona",NM22,"Considered Correct"
27936,2019-03-04,11:00:00,"Common frog",Adult,unknown,4,"Argyll and Bute","Isle of Iona",NM22,"Considered Correct"
27903,2019-03-26,19:30:00,"Common toad",Adult,unknown,1,"Aberdeen City",Cove,NJ90,"Considered Correct"
27868,2019-03-23,14:30:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",,NM45,"Considered Correct"
27867,2019-03-23,14:01:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",,NM45,"Considered Correct"
27866,2019-03-23,14:10:00,Slow-worm,Adult,unknown,1,"Argyll and Bute",,NM45,"Considered Correct"
27865,2019-03-23,14:00:00,Adder,Adult,male,1,"Argyll and Bute",,NM45,"Considered Correct"
27864,2019-03-23,14:15:00,Adder,Adult,male,1,"Argyll and Bute","Isle of Mull",NM45,"Considered Correct"
27859,2019-03-25,13:15:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Aboyne,NJ50,"Considered Correct"
27822,2019-03-23,21:00:00,"Palmate newt",Young,unknown,1,"Edinburgh City",Balerno,NT16,"Considered Correct"
27821,2019-03-23,21:00:00,"Palmate newt",Young,unknown,1,"Edinburgh City",Balerno,NT16,"Considered Correct"
27818,2019-03-23,15:26:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Crathes,NO79,"Considered Correct"
27804,2019-03-22,11:00:00,"Common frog",Adult,unknown,9,"Edinburgh City",EH10,NT27,"Considered Correct"
27778,2019-03-21,15:12:00,Slow-worm,Adult,unknown,1,Aberdeenshire,Banchory,NO69,"Considered Correct"
27766,2019-03-20,21:30:00,"Common toad",Adult,unknown,"Qty unknown",Clackmannanshire,,NS89,"Considered Correct"
27765,2019-03-20,21:30:00,"Common frog",Adult,unknown,"Qty unknown",Clackmannanshire,,NS89,"Considered Correct"
27753,2019-03-20,21:00:00,"Palmate newt",Adult,male,1,"Perth and Kinross",Crieff,NN82,"Considered Correct"
27752,2019-03-20,20:00:00,"Smooth newt",Adult,female,1,Aberdeenshire,Potterton,NJ91,"Considered Correct"
27751,2019-03-20,20:10:00,"Common lizard",Young,unknown,1,"West Lothian",Whiteside,NS96,"Considered Correct"
27747,2019-03-20,13:30:00,"Palmate newt",Adult,unknown,2,"Scottish Borders","West Linton",NT15,"Considered Correct"
27705,2019-03-17,13:30:00,"Palmate newt",Adult,female,1,"Glasgow City",Glasgow,NS65,"Considered Correct"
27704,2019-03-18,20:15:00,"Palmate newt",Adult,female,1,"North Lanarkshire","Kirk of Shotts",NS86,"Considered Correct"
27549,2019-03-09,00:15:00,"Common frog",Spawn,unknown,5,Falkirk,Bainsford,NS88,"Considered Correct"
27548,2019-03-09,00:15:00,"Palmate newt",Adult,unknown,5,Falkirk,Bainsford,NS88,"Considered Correct"
27547,2019-03-09,00:15:00,"Common frog",Adult,unknown,12,Falkirk,Bainsford,NS88,"Considered Correct"
27481,2018-07-14,15:00:00,Adder,Young,unknown,1,Stirling,Aberfoyle,NN50,"Considered Correct"
27464,2019-02-28,11:30:00,"Common frog",Adult,unknown,5,Moray,Marypark,NJ23,"Considered Correct"
27456,2019-03-04,12:22:00,"Common frog",Adult,unknown,9,Angus,Hillside,NO76,"Considered Correct"
27455,2019-03-04,12:22:00,"Palmate newt",Young,unknown,30,Angus,Hillside,NO76,"Considered Correct"
27454,2019-03-04,12:22:00,"Common frog",Spawn,unknown,21,Angus,Hillside,NO76,"Considered Correct"
27447,2019-03-02,17:40:00,"Common frog",Adult,female,1,Clackmannanshire,Dollar,NS99,"Considered Correct"
27446,2019-03-03,12:00:00,"Common frog",Spawn,unknown,4,Angus,Brechin,NO56,"Considered Correct"
27407,2019-03-02,17:05:00,"Common frog",Adult,unknown,16,"Edinburgh City",EH10,NT27,"Considered Correct"
27361,2019-02-27,20:00:00,"Unknown newt",Adult,unknown,1,"Dumfries and Galloway",,NT00,"Considered Correct"
27349,2019-02-27,14:42:00,"Common lizard",Adult,unknown,1,Stirling,,NS69,"Considered Correct"
27346,2019-02-22,12:01:00,Adder,Adult,male,1,Aberdeenshire,,NO28,"Considered Correct"
27345,2019-02-25,,"Common toad",Adult,male,1,Aberdeenshire,,NO38,"Considered Correct"
27344,2019-02-25,,"Common frog",Adult,male,1,Aberdeenshire,,NO38,"Considered Correct"
27333,2019-02-26,15:30:00,"Common lizard",Adult,unknown,2,"South Ayrshire",Barrhill,NX28,"Considered Correct"
27322,2019-02-23,14:30:00,Adder,Adult,male,1,Angus,Tarfside,NO48,"Considered Correct"
27317,2019-02-23,10:30:00,Adder,Adult,unknown,2,Angus,,NO47,"Considered Correct"
27316,2019-02-23,10:30:00,Adder,Adult,unknown,2,Angus,,NO47,"Considered Correct"
27310,2018-10-10,15:00:00,Slow-worm,Young,unknown,1,Aberdeenshire,Aboyne,NO49,"Considered Correct"
27271,2019-02-24,10:30:00,Adder,Adult,female,13,Angus,Edzell,NO66,"Considered Correct"
27270,2019-02-23,19:00:00,"Smooth newt",Adult,male,1,Angus,Dundee,NO53,"Considered Correct"
27269,2019-02-24,12:00:00,"Common frog",Spawn,unknown,28,Stirling,,NN40,"Considered Correct"
27249,2019-02-24,10:00:00,Adder,Adult,female,1,"Scottish Borders",,NT65,"Considered Correct"
27239,2019-02-23,10:31:00,"Common lizard",Adult,unknown,1,"Scottish Borders",,NT21,"Considered Correct"
27203,2019-02-21,20:20:00,"Palmate newt",Young,unknown,1,"East Dunbartonshire",Bearsden,NS57,"Considered Correct"
27184,2019-02-20,23:41:00,"Unknown newt",Adult,unknown,3,"East Ayrshire","New Cumnock",NS61,"Considered Correct"
27183,2019-02-20,23:41:00,"Unknown newt",Adult,unknown,3,"East Ayrshire","New Cumnock",NS61,"Considered Correct"
27134,2019-02-15,14:30:00,Adder,Adult,male,2,"Dumfries and Galloway",,NX35,"Considered Correct"
27132,2019-02-11,15:00:00,Adder,Adult,male,1,"Dumfries and Galloway",,NX35,"Considered Correct"
27104,2019-02-16,16:20:00,"Palmate newt",Young,unknown,1,"Perth and Kinross",,NN75,"Considered Correct"
27087,2019-02-15,10:35:00,"Palmate newt",Adult,unknown,2,Falkirk,Larbert,NS88,"Considered Correct"
27031,2009-09-30,,"Common frog",Dead,unknown,1,Angus,Montrose,NO75,"Considered Correct"
27027,2009-09-06,,"Common frog",Dead,unknown,1,Angus,Montrose,NO75,"Considered Correct"
26928,2016-05-08,,"Common frog",Adult,unknown,3,Angus,,NO65,"Considered Correct"
26926,2018-08-29,,"Common lizard",Adult,unknown,1,Angus,Montrose,NO75,"Considered Correct"
26925,2019-01-19,15:40:00,"Common lizard",Adult,unknown,2,Stirling,Aberfoyle,NN50,"Considered Correct"
26923,2017-08-20,22:33:00,"Common toad",Adult,unknown,1,Angus,Montrose,NO75,"Considered Correct"
26917,2018-07-14,,"Common toad",Young,unknown,1,Angus,Montrose,NO75,"Considered Correct"
26735,2019-01-19,14:20:00,"Common lizard",Adult,female,1,Aberdeenshire,"Kincardine O’Neil",NO59,"Considered Correct"
26351,2018-12-23,04:15:00,"Unknown lizard",Adult,unknown,1,"North Lanarkshire",Cumbernauld,NS77,"Unable to Verify"
25811,2018-11-05,08:03:00,"Palmate newt",Young,unknown,1,Falkirk,Falkirk,NS87,"Considered Correct"
25662,2018-10-28,12:00:00,"Common toad",Dead,unknown,1,"Perth and Kinross",,NO13,"Considered Correct"
24534,2018-10-07,15:40:00,Slow-worm,Adult,unknown,1,Moray,,NJ15,"Unable to Verify"
24524,2018-10-07,10:35:00,"Common lizard",Young,unknown,1,"Perth and Kinross",,NN96,"Considered Correct"
24395,2018-09-30,01:30:00,"Unknown newt",Adult,unknown,"Qty unknown","Glasgow City",Glasgow,NS56,"Considered Correct"
24381,2018-09-26,23:30:00,"Palmate newt",Adult,unknown,1,Aberdeenshire,,NJ75,"Considered Correct"
24380,2018-09-26,21:07:00,"Common lizard",Young,unknown,1,"Edinburgh City","Edinburgh Airport",NT17,"Unable to Verify"
24342,2018-09-21,14:00:00,Adder,Adult,unknown,1,"Argyll and Bute",Luss,NS39,"Considered Correct"
24298,2018-09-17,12:30:00,"Unknown lizard",Young,unknown,1,"South Ayrshire",Ayr,NS31,"Unable to Verify"
24219,2018-09-07,12:29:00,"Common lizard",Adult,unknown,2,"Dumfries and Galloway",,NX66,"Considered Correct"
24218,2018-09-07,12:29:00,"Common toad",Young,unknown,1,"Dumfries and Galloway",,NX66,"Considered Correct"
24210,2018-09-08,14:15:00,Adder,Adult,unknown,1,Aberdeenshire,Braemar,NO19,"Considered Correct"
24209,2018-09-08,16:47:00,"Common lizard",Young,unknown,1,Moray,,NJ26,"Considered Correct"
24206,2018-09-08,12:15:00,"Common lizard",Adult,unknown,1,Aberdeenshire,,NO69,"Considered Correct"
24194,2018-09-01,15:16:00,Slow-worm,Adult,unknown,1,"South Ayrshire",,NX09,"Considered Correct"
24156,2018-09-03,12:30:00,Slow-worm,Young,unknown,1,"Argyll and Bute",Garelochhead,NS29,"Considered Correct"
24154,2018-09-02,15:27:00,"Alpine newt",Young,,,"Edinburgh City",EH12,NT27,"Considered Correct"
24133,2018-08-31,18:27:00,"Palmate newt",Young,unknown,1,"North Lanarkshire",Moodiesburn,NS67,"Considered Correct"
24118,2014-08-16,11:00:00,Adder,Adult,unknown,1,Aberdeenshire,,NO49,"Considered Correct"
24079,2018-08-27,16:30:00,"Common lizard",Adult,unknown,1,Moray,Forres,NJ05,"Considered Correct"
24065,2018-08-26,09:38:00,"Common lizard",Adult,male,1,"Dumfries and Galloway","Castle Douglas",NX67,"Considered Correct"
24002,2018-08-20,08:00:00,"Common lizard",Adult,unknown,1,"North Ayrshire",Kilwinning,NS24,"Considered Incorrect"
23992,2018-08-19,11:46:00,"Common frog",Adult,female,1,Aberdeenshire,Alford,NJ61,"Considered Correct"
23991,2018-08-18,15:32:00,"Common lizard",Adult,unknown,1,Aberdeenshire,,NJ61,"Considered Correct"
23987,2018-08-15,11:11:00,"Unknown newt",Adult,unknown,1,Fife,,NT19,"Considered Correct"
23977,2018-08-16,05:00:00,"Common toad",Young,unknown,1,"East Lothian",Tyninghame,NT67,"Considered Correct"
23974,2018-08-13,16:05:00,"Grass snake",Young,unknown,1,"Dumfries and Galloway",,NX36,"Considered Incorrect"
23967,2018-08-14,19:15:00,"Common lizard",Young,female,1,"Edinburgh City",EH4,NT27,"Considered Incorrect"
23964,2018-08-15,00:18:00,"Common lizard",Young,unknown,1,Midlothian,Dalkeith,NT37,"Considered Correct"
23953,2018-08-07,,"Palmate newt",Adult,unknown,1,Aberdeenshire,"Cruden Bay",NK03,"Considered Correct"
23948,2018-08-11,12:00:00,"Common frog",Adult,unknown,1,Aberdeenshire,,NO18,"Considered Correct"
23939,2018-08-11,17:00:00,"Common lizard",Young,unknown,2,"Argyll and Bute",,NR89,"Considered Correct"
23928,2018-08-07,20:00:00,"Common frog",Young,unknown,2,"Perth and Kinross",,NO22,"Considered Correct"
23921,2018-08-05,13:30:00,"Common lizard",Adult,unknown,"Qty unknown","North Ayrshire",Pirnmill,NR84,"Considered Correct"
23907,2018-08-05,13:42:00,"Common lizard",Young,unknown,1,"Perth and Kinross",Stanley,NO13,"Considered Correct"
23869,2018-08-02,17:36:00,"Palmate newt",Young,unknown,1,Aberdeenshire,,NJ81,"Considered Correct"
23844,2018-07-27,13:00:00,Adder,Adult,unknown,1,"Perth and Kinross",,NN65,"Considered Correct"
23841,2018-07-28,14:18:00,Adder,Adult,unknown,1,Stirling,,NN40,"Considered Correct"
23826,2018-07-27,14:30:00,"Common lizard",Young,unknown,1,"North Lanarkshire",Wishaw,NS85,"Considered Incorrect"
23825,2018-07-27,12:00:00,"Smooth newt",Adult,unknown,6,"East Lothian",Pencaitland,NT46,"Considered Correct"
23823,2018-07-27,13:00:00,"Common toad",Dead,unknown,1,"Perth and Kinross",Redgorton,NO02,"Considered Correct"
23822,2018-07-26,20:00:00,"Common frog",Young,unknown,3,"Perth and Kinross",,NO13,"Considered Correct"
23821,2018-07-26,13:30:00,"Common lizard",Adult,male,1,"East Ayrshire",Galston,NS53,"Considered Correct"
23808,2018-07-25,21:00:00,"Common toad",Dead,unknown,1,"Perth and Kinross",,NO13,"Considered Correct"
23807,2018-07-25,21:00:00,"Common frog",Young,unknown,1,"Perth and Kinross",,NO13,"Considered Correct"
23805,2018-07-21,15:00:00,"Common frog",Adult,unknown,1,Fife,,NO20,"Considered Correct"
23804,2018-07-21,12:00:00,"Common frog",Adult,unknown,1,Fife,,NO20,"Considered Correct"
23788,2018-07-22,13:00:00,Adder,Adult,unknown,1,Highlands,,NH33,"Considered Correct"
23785,2018-07-23,15:45:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",Dunkeld,NO04,"Considered Correct"
23784,2018-07-22,16:40:00,"Palmate newt",Young,unknown,1,"West Lothian",Bathgate,NS96,"Considered Correct"
23783,2018-07-22,16:40:00,"Palmate newt",Young,unknown,1,"West Lothian",Bathgate,NS96,"Considered Correct"
23776,2018-07-22,16:30:00,Adder,Adult,female,1,Aberdeenshire,Ballater,NO18,"Considered Correct"
23659,2018-07-16,14:30:00,"Grass snake",Adult,unknown,1,Stirling,,NS49,"Unable to Verify"
23623,2018-07-20,10:00:00,"Common lizard",Sloughs,unknown,1,Highlands,"Nethy Bridge",NJ02,"Considered Correct"
23498,2018-07-18,23:00:00,"Palmate newt",Adult,unknown,"Qty unknown","Aberdeen City","Cove Bay",NJ90,"Considered Correct"
23470,2018-07-19,11:05:00,Slow-worm,Dead,unknown,1,"East Lothian",Duns,NT66,"Considered Correct"
23469,2018-07-18,13:30:00,"Common lizard",Adult,male,1,Highlands,,NM56,"Considered Correct"
23468,2018-07-16,13:45:00,Slow-worm,Adult,female,1,Highlands,Aviemore,NH91,"Considered Correct"
23461,2018-07-05,14:15:00,Adder,Adult,unknown,1,"West Dunbartonshire",Bonhill,NS47,"Considered Correct"
23418,2018-07-14,18:30:00,"Common frog",Adult,unknown,1,Aberdeenshire,Aviemore,NO08,"Considered Correct"
23416,2018-07-14,12:00:00,Adder,Adult,female,1,Highlands,,NM85,"Considered Correct"
23400,2018-07-13,11:30:00,"Common lizard",Adult,unknown,1,Highlands,,ND23,"Considered Correct"
23397,2018-07-13,13:02:00,"Common lizard",Young,male,1,Highlands,Nairn,NH85,"Considered Correct"
23391,2018-07-12,13:30:00,"Common lizard",Adult,,,Highlands,,NC14,"Considered Correct"
23366,2018-07-08,12:00:00,"Common frog",Adult,unknown,1,"Perth and Kinross",,NN46,"Considered Correct"
23365,2018-07-08,10:00:00,"Common frog",Young,unknown,1,"Perth and Kinross",,NN46,"Considered Correct"
23347,2018-07-07,13:55:00,Adder,Adult,unknown,1,Aberdeenshire,,NO68,"Considered Correct"
23318,2018-07-04,18:30:00,"Common frog",Young,unknown,100,"Perth and Kinross",,NO14,"Considered Correct"
23271,2018-06-30,12:00:00,"Common toad",Adult,unknown,1,Highlands,,NN78,"Considered Correct"
23262,2018-07-01,22:00:00,"Common lizard",Adult,unknown,1,Angus,,NO35,"Considered Correct"
23257,2018-06-30,11:43:00,"Common lizard",Adult,female,1,Stirling,,NN21,"Considered Correct"
23242,2018-06-29,14:14:00,"Common lizard",Adult,,1,"Dumfries and Galloway",Dumfries,NX97,"Considered Correct"
23232,2018-06-27,18:00:00,"Unknown lizard",Adult,unknown,1,Stirling,Glasgow,NS58,"Considered Correct"
23220,2018-06-09,13:16:00,Adder,Adult,unknown,1,"North Ayrshire",,NR95,"Considered Correct"
23211,2018-06-25,13:30:00,Adder,Young,unknown,1,Stirling,Glasgow,NS48,"Considered Correct"
23204,2018-06-24,12:15:00,Adder,Adult,unknown,1,Angus,,NO58,"Considered Correct"
23194,2018-06-14,13:27:00,Slow-worm,Adult,unknown,1,"Perth and Kinross",,NN66,"Considered Correct"
23193,2018-06-14,13:27:00,Adder,Adult,unknown,1,"Perth and Kinross",,NN66,"Considered Correct"
23179,2018-06-24,12:40:00,"Common lizard",Adult,unknown,1,Stirling,,NS57,"Considered Correct"
23176,2018-06-23,15:30:00,"Common lizard",Adult,unknown,1,Moray,,NJ00,"Considered Correct"
23119,2018-06-01,14:45:00,"Common lizard",Adult,male,1,"North Ayrshire",,NS26,"Considered Correct"
23113,2018-06-16,16:00:00,"Unknown frog or toad",Adult,unknown,1,Moray,Cullen,NJ46,"Considered Correct"
23112,2018-06-16,16:00:00,"Unknown frog or toad",Adult,unknown,1,Moray,Cullen,NJ46,"Considered Correct"
23111,2018-06-16,23:31:00,"Unknown frog or toad",Adult,unknown,1,Moray,Cullen,NJ46,"Considered Correct"
23110,2018-06-16,23:31:00,"Unknown frog or toad",Adult,unknown,1,Moray,Cullen,NJ46,"Considered Correct"
23055,2018-06-13,09:30:00,Slow-worm,Adult,female,4,Highlands,Cannich,NH33,"Considered Correct"
23054,2018-06-12,20:20:00,"Smooth newt",Young,unknown,1,Aberdeenshire,,NK04,"Unable to Verify"
23034,2018-06-10,12:00:00,"Great crested newt",Adult,female,1,"Dumfries and Galloway","St John's Town of Dalry",NX68,"Considered Correct"
23020,2018-06-10,16:40:00,"Palmate newt",Adult,unknown,1,Moray,,NJ25,"Considered Correct"
23019,2018-06-10,16:00:00,"Common frog",Young,unknown,1,Stirling,,NN43,"Considered Correct"
23018,2018-06-10,13:00:00,"Common frog",Adult,unknown,1,Stirling,,NN43,"Considered Correct"
23017,2018-06-10,12:00:00,"Common frog",Adult,unknown,1,Stirling,,NN43,"Considered Correct"
23016,2018-06-10,11:00:00,"Common frog",Tadpoles,unknown,"Qty unknown",Stirling,,NN43,"Considered Correct"
23015,2018-06-09,15:00:00,"Palmate newt",Adult,unknown,5,Clackmannanshire,Dollar,NS99,"Considered Correct"
22991,2018-06-09,00:30:00,"Common toad",Young,unknown,1,Fife,Kinghorn,NT28,"Considered Correct"
22972,2018-05-30,10:30:00,Slow-worm,Dead,unknown,1,"Argyll and Bute","Isle of Colonsay",NR39,"Considered Correct"
22952,2018-06-01,10:00:00,"Common toad",Adult,unknown,2,"Perth and Kinross",,NN65,"Considered Correct"
22951,2018-06-01,10:00:00,"Common toad",Adult,unknown,2,"Perth and Kinross",,NN65,"Considered Correct"
22945,2018-06-03,15:00:00,"Common toad",Adult,unknown,1,"North Lanarkshire",,NS76,"Considered Correct"
22944,2018-06-03,15:00:00,"Common frog",Adult,unknown,10,"North Lanarkshire",,NS76,"Considered Correct"
22943,2018-06-03,15:00:00,"Palmate newt",Adult,unknown,2,"North Lanarkshire",,NS76,"Considered Correct"
22942,2018-06-03,15:00:00,"Palmate newt",Young,unknown,2,"North Lanarkshire",,NS76,"Considered Correct"
22941,2018-06-03,15:00:00,"Great crested newt",Adult,female,,"North Lanarkshire",,NS76,"Considered Correct"
22940,2018-06-02,18:00:00,"Common toad",Adult,unknown,1,"Glasgow City",Glasgow,NS56,"Considered Correct"
22937,2018-06-03,15:20:00,"Common toad",Adult,female,1,Aberdeenshire,Alford,NJ61,"Considered Correct"
22926,2018-06-02,16:00:00,"Palmate newt",Adult,male,1,"Argyll and Bute",,NR78,"Considered Correct"
22925,2018-06-02,16:00:00,"Palmate newt",Adult,male,1,"Argyll and Bute",,NR78,"Considered Correct"
22924,2018-06-02,16:00:00,"Palmate newt",Adult,male,1,"Argyll and Bute",,NR78,"Considered Correct"
22916,2018-06-01,12:30:00,"Common toad",Adult,unknown,1,Stirling,"Stirling University",NS89,"Considered Correct"
22896,2018-05-30,15:27:00,"Common lizard",Adult,unknown,1,Highlands,,ND15,"Considered Correct"
22879,2018-05-25,20:30:00,"Unknown newt",Tadpoles,unknown,"Qty unknown",Fife,,NO20,"Considered Correct"
22878,2018-05-25,20:30:00,"Unknown newt",Adult,female,1,Fife,,NO20,"Considered Correct"
22877,2018-05-25,20:30:00,"Palmate newt",Adult,female,1,Fife,,NO20,"Considered Correct"
22876,2018-05-25,20:30:00,"Palmate newt",Adult,male,1,Fife,,NO20,"Considered Correct"
22875,2018-05-25,20:30:00,"Common toad",Adult,unknown,1,Fife,,NO20,"Considered Correct"
22868,2018-05-28,15:30:00,"Common lizard",Adult,unknown,1,Highlands,Acharacle,NM46,"Considered Correct"
22864,2018-05-26,09:30:00,"Common frog",Adult,unknown,1,"Perth and Kinross",,NN67,"Considered Correct"
22863,2018-05-27,10:00:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",,NN97,"Considered Correct"
22799,2018-05-21,,"Common frog",Tadpoles,unknown,"Qty unknown",Aberdeenshire,Ballater,NO28,"Considered Correct"
22798,2018-05-21,,"Common frog",Tadpoles,unknown,"Qty unknown",Aberdeenshire,,NO28,"Considered Correct"
22797,2018-05-21,,"Common frog",Tadpoles,unknown,"Qty unknown",Aberdeenshire,,NO28,"Considered Correct"
22796,2018-05-21,,"Common lizard",Adult,unknown,1,Aberdeenshire,,NO28,"Considered Correct"
22795,2018-05-21,,"Common lizard",Adult,unknown,1,Aberdeenshire,,NO28,"Considered Correct"
22769,2018-05-22,11:10:00,Slow-worm,Young,unknown,1,"Dumfries and Galloway","St John's Town of Dalry",NX68,"Considered Correct"
22752,2018-05-19,19:00:00,"Common frog",Tadpoles,unknown,"Qty unknown","Perth and Kinross",,NN46,"Considered Correct"
22751,2018-05-19,20:00:00,"Common frog",Dead,unknown,1,"Perth and Kinross",,NN46,"Considered Correct"
22750,2018-05-19,09:55:00,"Common lizard",Adult,female,1,Aberdeenshire,,NK05,"Considered Correct"
22718,2018-05-19,15:15:00,"Palmate newt",Adult,male,1,Aberdeenshire,,NO19,"Considered Correct"
22717,2018-05-19,15:15:00,"Palmate newt",Adult,female,1,Aberdeenshire,,NO19,"Considered Correct"
22716,2018-05-19,15:15:00,"Common frog",Tadpoles,unknown,"Qty unknown",Aberdeenshire,,NO19,"Considered Correct"
22715,2018-05-19,15:15:00,"Common frog",Adult,unknown,1,Aberdeenshire,,NO19,"Considered Correct"
22704,2018-05-18,11:48:00,"Great crested newt",Tadpoles,unknown,"Qty unknown",Highlands,,NC42,"Considered Incorrect"
22703,2018-05-18,11:48:00,"Great crested newt",Adult,unknown,2,Highlands,,NC42,"Considered Incorrect"
22660,2018-05-15,,Adder,Adult,male,1,"Scottish Borders",,NT65,"Considered Correct"
