"Record ID","Record date","Record time",Species,Lifestage,Sex,Quantity,County,"Nearest town/City","Grid ref","Verification state"
46433,2021-07-20,10:01:00,"Common lizard",Adult,unknown,1,"Dumfries and Galloway",Keir,NX89,"Considered Correct"
46409,2021-07-19,13:20:00,"Common lizard",Adult,male,1,"Argyll and Bute",Helensburgh,NS38,"Considered Correct"
46403,2021-07-19,11:30:00,"Common lizard",Adult,unknown,1,"Perth and Kinross","Blair Atholl",NN86,"Considered Correct"
46399,2021-07-16,09:39:00,"Common lizard",Young,unknown,"Qty unknown",Moray,Lossiemouth,NJ27,"Considered Correct"
46391,2021-07-06,14:10:00,"Common lizard",Dead,unknown,1,"North Ayrshire",Brodick,NS03,"Considered Correct"
46390,2021-07-17,12:00:00,Adder,Adult,,1,Angus,Glenesk,NO48,"Considered Correct"
46389,2021-07-11,23:30:00,"Common toad",Adult,unknown,1,Aberdeenshire,,NJ93,"Considered Correct"
46388,2021-07-18,19:00:00,"Palmate newt",Young,unknown,1,Aberdeenshire,,NJ93,"Considered Correct"
46386,2021-07-18,15:00:00,"Great crested newt",Young,unknown,1,Midlothian,,NT25,"Considered Correct"
46379,2021-07-18,14:33:00,"Common lizard",Young,unknown,1,Falkirk,Shieldhill,NS87,"Considered Correct"
46378,2021-07-17,14:45:00,"Common lizard",Adult,unknown,1,"Argyll and Bute","Otter Ferry",NR98,"Considered Correct"
46377,2021-07-18,13:05:00,"Common lizard",Adult,unknown,1,"East Renfrewshire","Newton Mearns",NS55,"Considered Incorrect"
46374,2021-07-18,11:00:00,"Common lizard",Adult,unknown,"Qty unknown","Scottish Borders",Selkirk,NT43,"Considered Correct"
46372,2021-07-17,21:00:00,Slow-worm,Adult,unknown,1,"Argyll and Bute",Kilmun,NS18,"Considered Correct"
46371,2021-07-17,14:00:00,"Common lizard",Young,unknown,1,"East Ayrshire",Dunlop,NS45,"Considered Correct"
46370,2021-07-17,14:00:00,"Common lizard",Young,male,1,"East Ayrshire",Dunlop,NS45,"Considered Correct"
46369,2021-07-16,14:30:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Inchmarlo,NO69,"Considered Correct"
46359,2021-07-17,15:15:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Alford,NJ51,"Considered Correct"
46352,2021-07-17,11:48:00,Adder,Adult,unknown,1,Aberdeenshire,,NO09,"Considered Correct"
46349,2021-07-17,13:00:00,Adder,Adult,male,1,Aberdeenshire,,NO19,"Considered Correct"
46337,2021-07-17,,"Common frog",Adult,male,"Qty unknown",Midlothian,Penicuik,NT26,"Considered Correct"
46322,2021-07-16,18:00:00,"Common lizard",Adult,unknown,1,"Aberdeen City",Culter,NJ80,"Unable to Verify"
46286,2021-07-16,12:15:00,"Common lizard",Young,unknown,1,"Dumfries and Galloway",Barnbarroch,NX85,"Considered Correct"
46282,2021-07-16,11:15:00,"Common lizard",Adult,unknown,1,"Dumfries and Galloway",,NX85,"Considered Correct"
46280,2021-07-14,10:15:00,"Common lizard",Adult,unknown,1,"Dumfries and Galloway",Bankend,NY06,"Considered Correct"
46277,2021-07-15,11:42:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",Glendevon,NN90,"Considered Correct"
46276,2021-07-15,11:43:00,"Unknown lizard",Young,unknown,1,"South Lanarkshire",Lesmahagow,NS83,"Unable to Verify"
46271,2021-07-15,14:30:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",Bankfoot,NO03,"Considered Correct"
46266,2021-07-14,15:30:00,"Common toad",Adult,female,1,Angus,Kingsmuir,NO44,"Considered Correct"
46265,2021-07-15,16:15:00,"Common lizard",Adult,unknown,1,Moray,Knockando,NJ14,"Considered Correct"
46257,2021-07-15,13:37:00,"Common lizard",Adult,female,1,Clackmannanshire,Dollar,NS99,"Considered Correct"
46252,2021-07-14,14:30:00,"Palmate newt",Adult,unknown,4,"North Ayrshire",Millport,NS15,"Considered Correct"
46250,2021-07-14,13:15:00,"Common lizard",Adult,female,1,Stirling,,NS79,"Considered Correct"
46245,2021-07-14,15:00:00,Adder,Adult,male,1,"Dumfries and Galloway",,NX47,"Considered Correct"
46231,2021-07-13,12:30:00,Adder,Adult,female,1,Aberdeenshire,,NJ40,"Considered Correct"
46230,2021-07-12,07:30:00,"Unknown lizard",Young,unknown,1,"Scottish Borders",,NT52,"Considered Correct"
46227,2021-07-13,19:45:00,"Common lizard",Adult,unknown,1,Angus,Forfar,NO45,"Considered Correct"
46218,2021-07-13,11:00:00,Adder,Adult,unknown,1,Aberdeenshire,,NO67,"Considered Correct"
46200,2021-07-10,15:50:00,"Common lizard",Adult,unknown,1,Moray,Burghead,NJ16,"Considered Correct"
46186,2021-07-11,14:00:00,"Common lizard",Adult,unknown,2,"Scottish Borders",Peebles,NT23,"Considered Correct"
46184,2021-07-10,07:50:00,Adder,Adult,male,1,Angus,Glenesk,NO47,"Considered Correct"
46171,2021-07-10,20:00:00,"Common toad",Adult,unknown,1,Midlothian,Danderhall,NT36,"Considered Correct"
46170,2021-07-11,12:30:00,"Common lizard",Adult,unknown,2,Aberdeenshire,Ballater,NO39,"Considered Correct"
46157,2021-07-10,18:10:00,Slow-worm,Young,female,1,Stirling,Kilmahog,NN50,"Considered Correct"
46152,2021-07-10,15:45:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Crovie,NJ86,"Unable to Verify"
46148,2021-07-10,14:10:00,"Palmate newt",Young,unknown,1,Stirling,Stirling,NS79,"Considered Correct"
46082,2021-07-06,20:00:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",Kilmartin,NR89,"Considered Correct"
46078,2021-07-03,15:30:00,"Common lizard",Adult,unknown,1,Moray,Burghead,NJ16,"Considered Correct"
46052,2021-07-01,12:35:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Edzell,NO66,"Unable to Verify"
46048,2021-07-04,14:30:00,"Common lizard",Adult,unknown,1,Moray,,NJ16,"Considered Correct"
46044,2021-06-27,10:40:00,"Palmate newt",Adult,unknown,2,"East Lothian",,NT47,"Considered Correct"
46043,2021-06-27,10:40:00,"Palmate newt",Adult,unknown,2,"East Lothian",,NT47,"Considered Correct"
46041,2021-07-03,22:00:00,"Palmate newt",Young,unknown,1,"North Lanarkshire",Kilsyth,NS77,"Considered Correct"
46037,2021-06-28,19:30:00,Adder,Adult,unknown,1,Moray,,NJ00,"Considered Correct"
46025,2021-07-04,11:45:00,Adder,Adult,unknown,1,Angus,Glenesk,NO38,"Considered Correct"
46023,2021-07-04,12:00:00,"Common lizard",Adult,unknown,1,Moray,Tomintoul,NJ11,"Considered Correct"
46015,2021-07-04,11:05:00,"Common toad",Adult,unknown,1,"Dumfries and Galloway",Mabie,NX97,"Considered Correct"
46014,2021-07-04,11:05:00,"Common lizard",Adult,unknown,1,"Dumfries and Galloway",Mabie,NX97,"Considered Correct"
45996,2021-06-29,09:20:00,"Common toad",Adult,unknown,1,"Perth and Kinross",,NN96,"Considered Correct"
45995,2021-07-03,16:35:00,"Unknown frog or toad",Tadpoles,unknown,"Qty unknown","Perth and Kinross",Enochdhu,NO06,"Considered Correct"
45993,2021-07-03,12:30:00,"Palmate newt",Young,unknown,1,Midlothian,Rosewell,NT26,"Considered Correct"
45992,2021-06-24,00:30:00,"Common toad",Adult,unknown,1,Angus,Kingsmuir,NO44,"Considered Correct"
45972,2021-05-30,11:00:00,"Common lizard",Adult,unknown,2,Stirling,Aberfoyle,NN50,"Considered Correct"
45971,2021-07-02,12:00:00,"Common lizard",Adult,unknown,1,Stirling,Crianlarich,NN32,"Considered Correct"
45959,2021-07-01,13:50:00,"Common lizard",Adult,unknown,1,"South Ayrshire",,NX37,"Considered Correct"
45956,2021-07-01,12:58:00,"Common lizard",Adult,unknown,1,Angus,,NO33,"Considered Correct"
45954,2021-07-01,,"Common lizard",Adult,unknown,2,Moray,Forres,NJ05,"Considered Correct"
45952,2021-07-01,15:41:00,"Common lizard",Adult,unknown,1,"South Lanarkshire",,NT05,"Considered Correct"
45951,2021-06-28,09:00:00,Adder,Adult,male,1,"Argyll and Bute",Mull,NM32,"Considered Correct"
45933,2021-06-30,14:24:00,"Common lizard",Young,unknown,2,"Scottish Borders","Abbey St. Bathans",NT76,"Considered Correct"
45916,2021-06-30,13:20:00,Adder,unknown,,,Stirling,,NS59,"Considered Correct"
45915,2021-06-30,13:20:00,Adder,unknown,,,Stirling,,NS59,"Considered Correct"
45914,2021-06-30,13:20:00,Adder,Young,unknown,1,Stirling,,NS59,"Considered Correct"
45908,2021-06-29,14:30:00,"Unknown lizard",Adult,unknown,1,"Dumfries and Galloway",Canonbie,NY37,"Considered Correct"
45907,2021-06-29,16:00:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Banchory,NJ70,"Considered Correct"
45875,2021-06-22,15:30:00,Slow-worm,Adult,unknown,1,"Perth and Kinross",,NN74,"Considered Correct"
45859,2021-06-24,18:17:00,Adder,Young,male,1,Stirling,Aberfoyle,NN50,"Considered Correct"
45845,2021-06-27,19:30:00,"Common lizard",Adult,unknown,1,Falkirk,Bonnybridge,NS87,"Considered Correct"
45837,2021-06-26,23:42:00,"Palmate newt",Young,unknown,1,"Perth and Kinross",Pitlochry,NN75,"Considered Correct"
45798,2021-06-23,15:30:00,"Common lizard",Young,unknown,1,Clackmannanshire,Tillicoultry,NS99,"Considered Correct"
45794,2021-05-30,15:00:00,"Common lizard",Adult,unknown,1,"South Ayrshire",,NS21,"Considered Correct"
45764,2021-06-20,12:49:00,"Common lizard",Adult,unknown,1,Aberdeenshire,"Old Rayne",NJ62,"Considered Correct"
45763,2021-06-18,16:00:00,"Common frog",Young,unknown,1,Aberdeenshire,,NO09,"Considered Correct"
45762,2021-06-18,14:00:00,"Common frog",Adult,unknown,1,Aberdeenshire,,NJ00,"Considered Correct"
45761,2021-06-18,09:00:00,"Common frog",Tadpoles,unknown,"Qty unknown",Aberdeenshire,,NO09,"Considered Correct"
45756,2021-06-18,12:30:00,"Common lizard",Young,unknown,1,"Argyll and Bute",,NS18,"Considered Correct"
45744,2021-06-20,19:15:00,"Common lizard",Adult,unknown,1,Midlothian,Woolmet,NT37,"Unable to Verify"
45741,2021-06-20,13:25:00,"Common lizard",Adult,unknown,1,"Dumfries and Galloway",,NX16,"Considered Correct"
45735,2021-06-19,14:30:00,Slow-worm,Adult,unknown,1,"Argyll and Bute",Kilmartin,NR89,"Considered Correct"
45722,2021-06-03,11:30:00,"Unknown newt",Young,unknown,40,Moray,Ballindalloch,NJ21,"Considered Correct"
45678,2021-05-29,11:30:00,Adder,Adult,female,1,Aberdeenshire,,NJ30,"Considered Correct"
45677,2021-05-29,09:00:00,Adder,Adult,male,2,Aberdeenshire,,NO39,"Considered Correct"
45671,2021-06-16,11:30:00,"Common lizard",Adult,female,1,"Argyll and Bute",Mull,NM35,"Considered Correct"
45670,2021-06-16,11:30:00,Adder,Adult,female,2,"Argyll and Bute",Mull,NM35,"Considered Correct"
45644,2021-06-10,08:30:00,Adder,Young,unknown,2,Aberdeenshire,,NO09,"Considered Correct"
45639,2021-06-15,18:30:00,"Common frog",Adult,unknown,1,Fife,Auchtermuchty,NO21,"Considered Correct"
45636,2021-06-12,15:23:00,Adder,Adult,unknown,1,Aberdeenshire,,NO09,"Considered Correct"
45606,2021-06-12,09:30:00,"Common toad",Dead,unknown,1,Aberdeenshire,,NO08,"Considered Correct"
45602,2021-06-14,,"Common lizard",Young,unknown,1,Aberdeenshire,Banchory,NO79,"Considered Correct"
45601,2021-06-12,12:35:00,"Common lizard",Adult,unknown,1,"Perth and Kinross","Tummel Bridge",NN75,"Considered Correct"
45590,2021-06-13,13:15:00,"Common lizard",Adult,unknown,1,Stirling,,NS57,"Considered Correct"
45578,2021-06-12,19:00:00,Adder,Young,unknown,1,"Dumfries and Galloway",,NX75,"Considered Correct"
45552,2021-06-03,12:00:00,"Common toad",Young,unknown,1,Moray,Crossroads,NJ45,"Considered Correct"
45543,2021-06-12,16:30:00,Adder,Adult,female,2,"Argyll and Bute",Minard,NR99,"Considered Correct"
45506,2021-06-07,12:00:00,"Common frog",Young,unknown,1,Angus,Kingsmuir,NO44,"Considered Correct"
45497,2021-06-11,15:00:00,"Common lizard",Young,unknown,1,"Dumfries and Galloway",Moffat,NT00,"Considered Correct"
45496,2021-06-11,15:00:00,"Common lizard",Young,unknown,1,"Dumfries and Galloway",Moffat,NT00,"Considered Correct"
45448,2021-06-09,16:00:00,"Smooth newt",Adult,male,2,"Scottish Borders",Kelso,NT72,"Considered Correct"
45441,2021-06-09,15:15:00,"Palmate newt",Adult,male,1,"Scottish Borders",Kelso,NT72,"Considered Correct"
45440,2021-06-08,,"Common toad",Adult,female,1,"Scottish Borders",Kelso,NT72,"Considered Correct"
45417,2021-06-08,11:30:00,"Common lizard",Adult,unknown,1,Fife,,NT19,"Considered Correct"
45416,2021-06-08,13:00:00,Adder,Adult,female,1,"South Ayrshire",Ballantrae,NX18,"Considered Correct"
45415,2021-06-08,13:00:00,Adder,Adult,male,1,"South Ayrshire",Ballantrae,NX18,"Considered Correct"
45404,2021-06-07,23:00:00,"Common toad",Adult,unknown,1,"Scottish Borders",,NT72,"Considered Correct"
45403,2021-06-04,16:00:00,"Common frog",Young,unknown,1,"Scottish Borders",Hawick,NT51,"Considered Correct"
45372,2021-06-04,13:30:00,"Common frog",Dead,unknown,3,Aberdeenshire,,NN98,"Considered Correct"
45371,2021-06-04,12:30:00,"Common frog",Young,unknown,1,Aberdeenshire,,NN98,"Considered Correct"
45370,2021-06-04,12:00:00,"Common frog",Dead,unknown,1,Aberdeenshire,,NN98,"Considered Correct"
45369,2021-06-04,10:00:00,"Common toad",Dead,unknown,1,Aberdeenshire,,NO08,"Considered Correct"
45361,2021-06-07,15:45:00,"Common lizard",Young,unknown,1,"Dumfries and Galloway",Glencaple,NX96,"Considered Correct"
45339,2021-06-06,14:30:00,Slow-worm,Adult,unknown,1,"Perth and Kinross",Killiecrankie,NN96,"Considered Correct"
45337,2021-06-06,15:30:00,"Common toad",Young,unknown,1,Angus,Forfar,NO55,"Considered Correct"
45328,2021-06-06,15:20:00,"Unknown lizard",unknown,,,Stirling,Trossachs,NN40,"Considered Correct"
45327,2021-06-06,15:20:00,"Unknown lizard",Adult,unknown,2,Stirling,Trossachs,NN40,"Considered Correct"
45320,2021-06-06,00:55:15,"Common lizard",Adult,unknown,1,"Argyll and Bute",Rhu,NS28,"Considered Correct"
45310,2021-06-04,,"Common lizard",Young,unknown,1,"Argyll and Bute",Lochawe,NN12,"Considered Correct"
45302,2021-06-04,14:00:00,Slow-worm,Adult,unknown,1,Moray,,NH95,"Considered Correct"
45294,2021-06-05,16:00:00,Adder,Adult,unknown,1,Angus,Glenesk,NO48,"Considered Correct"
45293,2021-06-05,15:30:00,"Common lizard",Young,unknown,1,Moray,Kinloss,NJ06,"Considered Correct"
45291,2021-06-05,16:35:00,Adder,Adult,female,1,"Argyll and Bute",,NR78,"Considered Correct"
45284,2021-05-29,09:30:00,"Common lizard",Adult,male,1,"South Lanarkshire",,NS90,"Considered Correct"
45278,2031-06-05,11:27:00,"Common lizard",Adult,unknown,1,Aberdeenshire,,NJ60,"Considered Correct"
45268,2021-06-04,14:50:00,Adder,Adult,unknown,1,"Argyll and Bute",Tayvallich,NR78,"Considered Correct"
45241,2021-06-02,09:22:00,"Common lizard",Adult,unknown,2,Stirling,,NS78,"Considered Correct"
45240,2021-06-03,13:00:00,Adder,Young,male,"Qty unknown",Aberdeenshire,Aboyne,NO49,"Considered Correct"
45221,2021-05-31,14:47:00,"Common lizard",Adult,unknown,1,Moray,Kinloss,NJ06,"Considered Correct"
45217,2021-05-29,17:30:00,Slow-worm,Adult,unknown,1,Stirling,Aberfoyle,NN40,"Considered Correct"
45148,2021-06-01,20:09:00,Slow-worm,Adult,unknown,1,"Perth and Kinross",Comrie,NN72,"Considered Correct"
45146,2021-05-30,11:30:00,"Common lizard",Young,unknown,1,"North Lanarkshire",Airdrie,NS86,"Considered Correct"
45134,2021-06-01,14:42:00,Slow-worm,Adult,unknown,1,"Argyll and Bute",Carradale,NR83,"Considered Correct"
45122,2021-05-30,16:30:00,Adder,Adult,female,1,Aberdeenshire,,NO19,"Considered Correct"
45118,2021-06-01,01:00:00,"Palmate newt",Young,unknown,1,Fife,Auchtermuchty,NO21,"Considered Correct"
45115,2021-05-31,13:30:00,"Common lizard",Young,unknown,2,"North Ayrshire",Fairlie,NS25,"Considered Correct"
45089,2021-05-31,12:30:00,"Common lizard",Young,unknown,1,"South Lanarkshire",Lanark,NS94,"Considered Correct"
45087,2021-05-31,12:15:00,"Smooth snake",Adult,unknown,1,Aberdeenshire,,NJ40,"Considered Incorrect"
45034,2021-05-29,14:00:00,"Unknown lizard",Adult,unknown,1,"East Lothian",Inveresk,NT37,"Unable to Verify"
45030,2021-05-29,00:23:00,"Common toad",Adult,unknown,1,"Dumfries and Galloway","New Galloway",NX57,"Considered Correct"
45020,2021-05-29,19:21:00,"Unknown lizard",Young,unknown,1,"Glasgow City",Dalmarnock,NS66,"Considered Incorrect"
44978,2021-05-18,10:30:00,"Common lizard",Adult,unknown,2,"Scottish Borders",,NT74,"Considered Correct"
44977,2021-05-15,11:00:00,Adder,Young,unknown,1,"North Ayrshire",Arran,NR93,"Considered Correct"
44968,2021-05-28,10:00:00,Adder,Adult,unknown,2,Aberdeenshire,Braemar,NO19,"Considered Correct"
44945,2021-05-26,17:30:00,"Palmate newt",Adult,male,12,Moray,Tomintoul,NJ11,"Considered Correct"
44942,2020-07-01,14:00:00,Adder,Young,unknown,1,"East Ayrshire",,NS60,"Considered Correct"
44939,2021-05-26,15:00:00,"Common lizard",Adult,unknown,1,"East Ayrshire",,NS60,"Considered Correct"
44924,2021-05-27,13:57:00,"Common lizard",Young,unknown,1,Aberdeenshire,,NO87,"Considered Incorrect"
44914,2021-05-19,14:00:00,"Common frog",Adult,unknown,3,"Edinburgh City",Barnton,NT17,"Considered Correct"
44907,2021-05-26,14:50:00,Slow-worm,Adult,female,1,"Dumfries and Galloway",Racks,NY07,"Considered Correct"
44883,2021-05-22,13:13:00,"Palmate newt",Adult,male,2,"Argyll and Bute",Jura,NR58,"Considered Correct"
44836,2021-05-22,20:15:00,"Common lizard",Adult,unknown,1,"Argyll and Bute",Colintraive,NS07,"Considered Correct"
44809,2021-05-22,09:50:00,"Common lizard",Young,unknown,1,"Dumfries and Galloway",,NX25,"Considered Correct"
44806,2021-05-22,15:00:00,"Common lizard",Adult,unknown,1,Inverclyde,,NS27,"Considered Correct"
44800,2021-05-22,14:00:00,"Common lizard",Adult,unknown,1,Angus,,NO47,"Considered Correct"
44798,2021-05-04,11:30:00,Adder,Adult,male,1,"Argyll and Bute",Tobermory,NM35,"Considered Correct"
44756,2021-05-19,13:05:00,"Common lizard",Adult,unknown,1,"Scottish Borders",Innerleithen,NT33,"Considered Correct"
44755,2021-05-19,13:05:00,"Common lizard",Adult,unknown,1,"Scottish Borders",Innerleithen,NT33,"Considered Correct"
44749,2021-05-18,16:00:00,"Common lizard",Young,unknown,1,Aberdeenshire,"Logie Coldstone",NJ40,"Considered Incorrect"
44696,2021-05-16,15:00:00,"Common lizard",Adult,unknown,1,"North Lanarkshire",Caldercruix,NS86,"Considered Correct"
44695,2021-05-15,15:15:00,"Common lizard",Adult,unknown,1,Moray,,NJ26,"Considered Correct"
44694,2021-05-15,15:15:00,"Unknown lizard",Adult,unknown,1,Moray,,NJ26,"Considered Correct"
44673,2021-05-15,16:00:00,"Palmate newt",Adult,male,1,Aberdeenshire,,NJ71,"Considered Correct"
44627,2021-05-14,13:15:00,"Palmate newt",Adult,unknown,1,"Argyll and Bute",Garelochhead,NS29,"Considered Correct"
44576,2021-04-19,,"Common lizard",Adult,unknown,1,"Scottish Borders",,NT75,"Considered Correct"
44552,2021-05-01,12:45:00,Adder,Sloughs,unknown,1,"Scottish Borders",Greenlaw,NT74,"Considered Correct"
44551,2021-04-17,15:32:00,Adder,Adult,male,1,"Scottish Borders",Greenlaw,NT74,"Considered Correct"
44550,2021-04-17,15:32:00,"Common lizard",Young,unknown,1,"Scottish Borders",Greenlaw,NT74,"Considered Correct"
44549,2021-04-17,15:32:00,"Common lizard",Adult,unknown,2,"Scottish Borders",Greenlaw,NT74,"Considered Correct"
44548,2021-04-12,12:15:00,"Common lizard",Adult,unknown,1,"Scottish Borders",Greenlaw,NT75,"Considered Correct"
44547,2021-04-17,15:00:00,Adder,Adult,male,1,"Scottish Borders",,NT74,"Considered Correct"
44546,2021-04-11,17:00:00,Adder,Adult,unknown,1,"Scottish Borders",,NT74,"Considered Correct"
44545,2021-04-11,16:30:00,Adder,Adult,male,1,"Scottish Borders",,NT74,"Considered Correct"
44523,2021-05-10,17:01:00,"Great crested newt",Dead,unknown,1,"Aberdeen City",Kincorth-Loirston,NJ90,"Considered Incorrect"
44517,2021-05-09,10:15:00,"Common lizard",Young,unknown,1,"Argyll and Bute",Oban,NM82,"Considered Correct"
44471,2021-05-02,14:29:00,Slow-worm,Adult,unknown,1,"Perth and Kinross",,NN72,"Considered Correct"
44470,2021-05-07,12:05:00,"Common lizard",Adult,unknown,1,Aberdeenshire,Banchory,NO69,"Considered Correct"
44467,2021-05-07,11:48:00,Adder,Adult,male,1,Stirling,Aberfoyle,NN50,"Considered Correct"
44464,2021-05-02,18:12:00,Adder,Sloughs,unknown,1,Aberdeenshire,Crathie,NO29,"Considered Correct"
44453,2021-05-05,14:30:00,"Common lizard",Adult,unknown,1,"South Ayrshire",Maybole,NS21,"Considered Correct"
44441,2021-05-02,11:30:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",,NN61,"Considered Correct"
44413,2021-05-02,16:15:00,Adder,Young,unknown,1,"Dumfries and Galloway",,NX33,"Considered Correct"
44409,2021-05-01,12:00:00,"Common frog",Spawn,unknown,20,Stirling,,NN31,"Considered Correct"
44408,2021-05-01,12:00:00,"Common frog",Spawn,unknown,2,Stirling,,NN31,"Considered Correct"
44407,2021-05-01,11:00:00,"Common frog",Adult,male,1,Stirling,,NN31,"Considered Correct"
44406,2021-04-30,11:00:00,"Common frog",Spawn,unknown,2,Stirling,,NN31,"Considered Correct"
44404,2021-05-02,13:00:00,"Palmate newt",Adult,male,3,"Argyll and Bute",Jura,NR68,"Considered Correct"
44394,2019-03-28,,"Common frog",Adult,unknown,"Qty unknown","Scottish Borders",,NT82,"Considered Correct"
44382,2021-05-02,12:26:00,Adder,Adult,unknown,1,"East Ayrshire",Dalmellington,NX49,"Considered Correct"
44381,2018-08-29,,"Common frog",Adult,unknown,1,"Scottish Borders",Kelso,NT72,"Considered Correct"
44380,2019-03-21,,"Common toad",Dead,unknown,7,"Scottish Borders",Kelso,NT72,"Considered Correct"
44377,2021-05-01,,"Common lizard",Dead,unknown,1,"Dumfries and Galloway",Moniaive,NX78,"Considered Correct"
44376,2021-04-24,14:00:00,"Unknown lizard",Adult,unknown,1,Moray,Hopeman,NJ16,"Considered Correct"
44347,2021-04-24,12:58:00,"Common lizard",Adult,unknown,1,Stirling,,NS89,"Considered Correct"
44342,2021-04-28,10:00:00,"Unknown lizard",Young,unknown,1,Moray,Forres,NJ05,"Considered Incorrect"
44301,2021-04-22,13:57:00,"Common lizard",Adult,unknown,1,Aberdeenshire,,NJ70,"Considered Correct"
44262,2021-04-25,13:30:00,"Common lizard",Adult,unknown,1,Fife,Kincardine,NS98,"Considered Correct"
44257,2021-04-25,14:00:00,"Unknown lizard",Young,unknown,1,"Scottish Borders",Galashiels,NT43,"Considered Correct"
44252,2021-04-23,14:15:00,Adder,Sloughs,unknown,1,"Perth and Kinross",Amulree,NN93,"Considered Correct"
44248,2021-04-25,17:30:00,Adder,Adult,male,1,Stirling,Aberfoyle,NN40,"Considered Correct"
44221,2021-04-24,13:40:00,"Common frog",Spawn,unknown,2,"Perth and Kinross",,NN75,"Considered Correct"
44219,2021-04-24,13:30:00,"Common frog",Spawn,unknown,20,"Perth and Kinross",,NN75,"Considered Correct"
44218,2021-04-24,13:00:00,"Common frog",Spawn,unknown,2,"Perth and Kinross",,NN74,"Considered Correct"
44215,2021-04-23,11:10:00,Adder,Young,unknown,1,"Perth and Kinross",,NO05,"Considered Correct"
44202,2021-04-25,13:00:00,"Common lizard",Young,unknown,2,"Argyll and Bute",,NN20,"Considered Correct"
44191,2021-04-24,12:19:00,"Common lizard",unknown,,,"West Dunbartonshire","Old Kilpatrick",NS47,"Considered Correct"
44175,2021-04-24,14:30:00,"Common lizard",Adult,unknown,1,"South Lanarkshire",Forth,NS95,"Considered Correct"
44164,2021-04-25,13:36:00,"Common lizard",Adult,unknown,"Qty unknown","Perth and Kinross",Dunkeld,NO04,"Considered Correct"
44093,2021-04-24,14:52:00,"Common lizard",Young,unknown,1,Moray,,NJ44,"Considered Correct"
44086,2021-04-24,11:15:00,"Common lizard",Adult,unknown,1,"South Lanarkshire",,NS82,"Considered Correct"
44060,2021-04-23,13:10:00,"Common lizard",Adult,unknown,1,Falkirk,,NS87,"Considered Correct"
44006,2021-04-22,12:50:00,"Common lizard",Dead,unknown,1,Moray,,NJ44,"Considered Correct"
44000,2021-04-21,14:15:00,"Common lizard",Adult,unknown,1,"East Dunbartonshire",Milngavie,NS57,"Considered Correct"
43996,2021-04-17,13:44:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",Auchterarder,NN91,"Considered Correct"
43993,2021-04-17,12:11:00,"Common lizard",Adult,unknown,1,Aberdeenshire,,NJ62,"Considered Correct"
43992,2021-04-22,13:30:00,"Western green lizard",Adult,unknown,1,"North Ayrshire",,NS25,"Considered Incorrect"
43964,2021-04-21,13:30:00,"Common lizard",Adult,unknown,1,"Scottish Borders",Clovenfords,NT43,"Considered Correct"
43952,2021-04-21,09:30:00,"Alpine newt",Adult,male,1,"Perth and Kinross",,NO00,"Considered Correct"
43938,2021-04-20,14:00:00,"Common lizard",Young,unknown,1,"East Lothian",Garvald,NT57,"Considered Correct"
43921,2021-04-19,,"Common lizard",Adult,unknown,1,"Dumfries and Galloway",Sandhead,NX05,"Considered Correct"
43899,2021-04-13,12:56:00,"Great crested newt",Adult,male,4,"Scottish Borders",Melrose,NT53,"Considered Incorrect"
43855,2021-04-16,13:30:00,"Common frog",Spawn,unknown,20,Angus,Glenesk,NO37,"Considered Correct"
43853,2021-04-16,13:00:00,"Common frog",Spawn,unknown,10,Angus,Glenesk,NO37,"Considered Correct"
43851,2021-04-16,18:00:00,"Common frog",Spawn,unknown,2,Angus,Glenesk,NO38,"Considered Correct"
43850,2021-04-16,10:30:00,"Common frog",Spawn,unknown,2,Angus,Glenesk,NO47,"Considered Correct"
43784,2021-04-17,15:00:00,Adder,Adult,male,2,"Dumfries and Galloway","Castle Douglas",NX76,"Considered Incorrect"
43783,2021-04-17,15:15:00,Adder,Young,unknown,1,Stirling,,NS48,"Considered Correct"
43773,2021-04-14,16:00:00,Adder,Adult,unknown,1,"North Ayrshire",Shiskine,NR93,"Considered Correct"
43746,2021-04-17,10:00:00,"Common lizard",Adult,unknown,1,Moray,Keith,NJ45,"Considered Correct"
43745,2021-04-17,11:08:00,"Common lizard",Young,male,1,"Aberdeen City",,NJ81,"Considered Correct"
43730,2021-04-17,14:30:00,Adder,Adult,male,1,Angus,Glenesk,NO48,"Considered Correct"
43725,2021-04-17,09:40:00,Adder,Adult,unknown,1,Angus,Glenesk,NO38,"Considered Correct"
43708,2021-04-17,13:26:00,"Common lizard",Young,unknown,1,Stirling,,NN40,"Considered Correct"
43694,2021-04-17,15:00:00,"Common lizard",Adult,unknown,1,"Perth and Kinross",,NO13,"Considered Correct"
43685,2021-04-16,16:00:00,"Common lizard",Adult,unknown,1,"Scottish Borders",,NT23,"Considered Correct"
