Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.3502E-4,55.754716134,0.726413159,0.067798503,0.51910828,0.519230769
3.3888E-4,56.024447062,0.730468323,0.066904948,0.520700637,0.519230769
3.43213E-4,56.263145546,0.734949443,0.066123087,0.525477707,0.519230769
3.46938E-4,56.504814664,0.738741483,0.065341226,0.527070064,0.532051282
3.49843E-4,56.78361444,0.741661735,0.064447671,0.531847134,0.532051282
3.53154E-4,57.029892775,0.744950226,0.063554116,0.535031847,0.538461538
3.55863E-4,57.272197972,0.747608823,0.06288395,0.539808917,0.538461538
3.59243E-4,57.528585281,0.750887722,0.062102089,0.546178344,0.544871795
3.66496E-4,57.782596605,0.757781409,0.061320228,0.550955414,0.551282051
3.68263E-4,58.003187879,0.759430726,0.060650061,0.557324841,0.551282051
3.70925E-4,58.261682876,0.761895915,0.059868201,0.560509554,0.551282051
3.74102E-4,58.522929839,0.764804867,0.05908634,0.563694268,0.551282051
3.76901E-4,58.785737702,0.767337825,0.058304479,0.566878981,0.551282051
3.79883E-4,59.013093403,0.7700064,0.057634313,0.570063694,0.551282051
3.85574E-4,59.281441712,0.77501514,0.056852452,0.573248408,0.564102564
3.90516E-4,59.514125942,0.779275769,0.056182285,0.574840764,0.564102564
3.93163E-4,59.782417456,0.78152497,0.055400424,0.578025478,0.564102564
3.97253E-4,60.026082131,0.784954634,0.054730258,0.579617834,0.570512821
4.00603E-4,60.265568823,0.787724063,0.054060092,0.579617834,0.576923077
4.05879E-4,60.507839341,0.792013274,0.053389925,0.582802548,0.583333333
4.13498E-4,60.754295705,0.798053953,0.052719759,0.585987261,0.583333333
4.1728E-4,61.003896913,0.800987457,0.052049592,0.587579618,0.583333333
4.21291E-4,61.255604328,0.804052327,0.051379426,0.590764331,0.58974359
4.24684E-4,61.50996407,0.8066072,0.050709259,0.593949045,0.58974359
4.27303E-4,61.765738676,0.808557205,0.050039093,0.597133758,0.58974359
4.31778E-4,62.023708319,0.811842731,0.049368927,0.598726115,0.596153846
4.37134E-4,62.284364963,0.815701374,0.04869876,0.600318471,0.596153846
4.40681E-4,62.504069546,0.81821335,0.048140288,0.605095541,0.596153846
4.43026E-4,62.769302893,0.819855585,0.047470122,0.606687898,0.596153846
4.47449E-4,63.036538647,0.822911404,0.046799955,0.613057325,0.596153846
4.48428E-4,63.260538,0.823580977,0.046241483,0.614649682,0.596153846
4.50988E-4,63.530470534,0.825319902,0.045571317,0.617834395,0.608974359
4.55495E-4,63.757222014,0.828339525,0.045012845,0.619426752,0.608974359
4.63325E-4,64.033684477,0.833461249,0.044342678,0.624203822,0.608974359
4.67078E-4,64.257020854,0.835862245,0.043784206,0.627388535,0.615384615
4.68939E-4,64.500473887,0.837039597,0.043225734,0.635350318,0.621794872
4.77363E-4,64.784448208,0.842265064,0.042555568,0.638535032,0.628205128
4.82941E-4,65.025052143,0.84563261,0.041997096,0.641719745,0.634615385
4.85234E-4,65.267300071,0.846996007,0.041438624,0.643312102,0.641025641
4.88782E-4,65.510913088,0.849081849,0.040880152,0.648089172,0.653846154
4.92856E-4,65.756983441,0.851441583,0.04032168,0.651273885,0.653846154
4.9759E-4,66.004757496,0.854138215,0.039763208,0.654458599,0.666666667
5.07893E-4,66.256765566,0.859837678,0.039204736,0.657643312,0.666666667
5.11401E-4,66.512157381,0.861727012,0.038646264,0.657643312,0.666666667
5.2462E-4,66.77133242,0.868621114,0.038087792,0.659235669,0.673076923
5.30915E-4,67.035383131,0.871781789,0.03752932,0.662420382,0.673076923
5.33598E-4,67.301465202,0.873105758,0.036970848,0.667197452,0.692307692
5.37177E-4,67.515895436,0.87485091,0.03652407,0.670382166,0.692307692
5.45434E-4,67.786247679,0.87878547,0.035965598,0.671974522,0.698717949
5.55713E-4,68.006473433,0.88351129,0.035518821,0.671974522,0.711538462
5.61677E-4,68.286259983,0.88616867,0.034960348,0.673566879,0.717948718
5.65666E-4,68.511998837,0.887911889,0.034513571,0.679936306,0.717948718
5.7208E-4,68.796526313,0.890659122,0.033955099,0.681528662,0.717948718
5.76648E-4,69.026454322,0.892574553,0.033508321,0.683121019,0.724358974
5.84107E-4,69.25887301,0.895630167,0.033061544,0.684713376,0.724358974
5.90571E-4,69.553122406,0.898207753,0.032503072,0.686305732,0.730769231
5.96916E-4,69.791304037,0.900676189,0.032056294,0.692675159,0.730769231
6.0168E-4,70.03140223,0.902489954,0.031609516,0.695859873,0.730769231
