x,y,species cloglog values
537.0,537.0,0.24878293
538.0,538.0,0.106519535
539.0,539.0,0.26970026
540.0,540.0,0.021252364
541.0,541.0,0.22328283
542.0,542.0,0.13605903
543.0,543.0,0.18386741
544.0,544.0,0.17138791
545.0,545.0,0.03147664
546.0,546.0,0.28541437
547.0,547.0,0.488581
548.0,548.0,0.23603724
549.0,549.0,0.46742648
550.0,550.0,0.053115614
551.0,551.0,0.6237614
552.0,552.0,0.081359655
553.0,553.0,0.06488654
554.0,554.0,0.46115887
555.0,555.0,0.037957076
556.0,556.0,0.18677475
557.0,557.0,0.053528506
558.0,558.0,0.18669279
559.0,559.0,0.5619099
560.0,560.0,0.15243354
561.0,561.0,0.6332637
562.0,562.0,0.04857572
563.0,563.0,0.21129839
564.0,564.0,0.19098996
565.0,565.0,0.18836676
566.0,566.0,0.25394726
567.0,567.0,0.14497373
568.0,568.0,0.3270158
569.0,569.0,0.03770785
570.0,570.0,0.492026
571.0,571.0,0.07929356
572.0,572.0,0.08362158
573.0,573.0,0.16383642
574.0,574.0,0.18949318
575.0,575.0,0.009915227
576.0,576.0,0.09029491
577.0,577.0,0.029174944
578.0,578.0,0.052582968
579.0,579.0,0.5939135
580.0,580.0,0.38036156
581.0,581.0,0.041442744
582.0,582.0,0.12724651
583.0,583.0,0.029691262
584.0,584.0,0.34268627
585.0,585.0,0.027625168
586.0,586.0,0.031043047
587.0,587.0,0.1700803
588.0,588.0,0.19167142
589.0,589.0,0.045176297
590.0,590.0,0.09698275
591.0,591.0,0.071231425
592.0,592.0,0.07824815
593.0,593.0,0.043834586
594.0,594.0,0.14592129
595.0,595.0,0.17714936
596.0,596.0,0.08355981
597.0,597.0,0.41344848
598.0,598.0,0.08908025
599.0,599.0,0.78052145
600.0,600.0,0.19290146
601.0,601.0,0.19887531
602.0,602.0,0.073507264
603.0,603.0,0.07505796
604.0,604.0,0.22506952
605.0,605.0,0.072507195
606.0,606.0,0.045657314
607.0,607.0,0.0139366025
608.0,608.0,0.058006782
609.0,609.0,0.41712254
610.0,610.0,0.040632363
611.0,611.0,0.509998
612.0,612.0,0.36660677
613.0,613.0,0.2652527
614.0,614.0,0.15364617
615.0,615.0,0.12740318
616.0,616.0,0.20839691
617.0,617.0,0.020446137
618.0,618.0,0.1920575
619.0,619.0,0.6092634
620.0,620.0,0.083853886
621.0,621.0,0.13575685
622.0,622.0,0.048770893
623.0,623.0,0.946908
624.0,624.0,0.11626983
625.0,625.0,0.49757493
626.0,626.0,0.16361672
627.0,627.0,0.29894263
628.0,628.0,0.3626583
629.0,629.0,0.16705003
630.0,630.0,0.15535276
631.0,631.0,0.19035865
632.0,632.0,0.046301376
633.0,633.0,0.19142775
634.0,634.0,0.13870983
635.0,635.0,0.040039554
636.0,636.0,0.2148797
637.0,637.0,0.12190793
638.0,638.0,0.06993455
639.0,639.0,0.2329251
640.0,640.0,0.51129484
641.0,641.0,0.07348077
642.0,642.0,0.03321544
643.0,643.0,0.03521861
644.0,644.0,0.07242103
645.0,645.0,0.3792353
646.0,646.0,0.0489957
647.0,647.0,0.051603194
648.0,648.0,0.21821319
649.0,649.0,0.029223442
650.0,650.0,0.20402297
651.0,651.0,0.5572259
652.0,652.0,0.23556383
653.0,653.0,0.015180258
654.0,654.0,0.21713135
655.0,655.0,0.06525193
656.0,656.0,0.50315744
657.0,657.0,0.27170324
658.0,658.0,0.7167677
659.0,659.0,0.032072697
660.0,660.0,0.042224728
661.0,661.0,0.2662379
662.0,662.0,0.028176304
663.0,663.0,0.98355556
664.0,664.0,0.093825005
665.0,665.0,0.6773857
666.0,666.0,0.4765131
667.0,667.0,0.097669356
668.0,668.0,0.02334641
669.0,669.0,0.5254248
670.0,670.0,0.55559266
671.0,671.0,0.083128184
672.0,672.0,0.3176296
673.0,673.0,0.2792017
674.0,674.0,0.20593786
675.0,675.0,0.13131276
676.0,676.0,0.1460795
677.0,677.0,0.07937246
678.0,678.0,0.11491716
679.0,679.0,0.97733516
680.0,680.0,0.3915427
681.0,681.0,0.6265456
682.0,682.0,0.03769472
683.0,683.0,0.11033825
684.0,684.0,0.31563708
685.0,685.0,0.29485857
686.0,686.0,0.0319925
687.0,687.0,0.27992007
688.0,688.0,0.09096943
689.0,689.0,0.15863672
690.0,690.0,0.033404082
691.0,691.0,0.030840011
692.0,692.0,0.39741364
693.0,693.0,0.024084663
694.0,694.0,0.035595637
695.0,695.0,0.03398983
696.0,696.0,0.27000752
697.0,697.0,0.064394854
698.0,698.0,0.06322921
699.0,699.0,0.47230005
700.0,700.0,0.33643794
701.0,701.0,0.7946516
702.0,702.0,0.12378805
703.0,703.0,0.044465378
704.0,704.0,0.2163573
705.0,705.0,0.10547609
706.0,706.0,0.29488373
707.0,707.0,0.06418702
708.0,708.0,0.03771323
709.0,709.0,0.029094903
710.0,710.0,0.09900962
711.0,711.0,0.34424374
712.0,712.0,0.26876032
713.0,713.0,0.01775377
714.0,714.0,0.045701046
715.0,715.0,0.5797128
716.0,716.0,0.36223155
717.0,717.0,0.23023155
718.0,718.0,0.89257455
719.0,719.0,0.051171217
720.0,720.0,0.18033805
721.0,721.0,0.058986578
722.0,722.0,0.052397277
723.0,723.0,0.15694943
724.0,724.0,0.046205167
725.0,725.0,0.107557416
726.0,726.0,0.11727648
727.0,727.0,0.0431779
728.0,728.0,0.03766108
729.0,729.0,0.025057655
730.0,730.0,0.1221258
731.0,731.0,0.32726377
732.0,732.0,0.5489412
733.0,733.0,0.13307567
734.0,734.0,0.49087897
735.0,735.0,0.17327552
736.0,736.0,0.34451744
737.0,737.0,0.66684824
738.0,738.0,0.3391916
739.0,739.0,0.061755773
740.0,740.0,0.07815954
741.0,741.0,0.07307963
742.0,742.0,0.12096969
743.0,743.0,0.7797101
744.0,744.0,0.40132663
745.0,745.0,0.48470458
746.0,746.0,0.19085461
747.0,747.0,0.16372824
748.0,748.0,0.16300073
749.0,749.0,0.8748509
750.0,750.0,0.8334611
751.0,751.0,0.17426981
752.0,752.0,0.07001693
753.0,753.0,0.054876532
754.0,754.0,0.024172414
755.0,755.0,0.13851339
756.0,756.0,0.3355201
757.0,757.0,0.290123
758.0,758.0,0.2864441
759.0,759.0,0.21328743
760.0,760.0,0.09735314
761.0,761.0,0.09134684
762.0,762.0,0.0632201
763.0,763.0,0.24718772
764.0,764.0,0.12591618
765.0,765.0,0.19472593
766.0,766.0,0.7577814
767.0,767.0,0.04033293
768.0,768.0,0.64504856
769.0,769.0,0.11650616
770.0,770.0,0.1969461
771.0,771.0,0.028065393
772.0,772.0,0.17483713
773.0,773.0,0.51247394
774.0,774.0,0.043604616
775.0,775.0,0.063182004
776.0,776.0,0.06510344
777.0,777.0,0.047928564
778.0,778.0,0.12086396
779.0,779.0,0.10148516
780.0,780.0,0.16109978
781.0,781.0,0.2408844
782.0,782.0,0.40455285
783.0,783.0,0.38244334
784.0,784.0,0.22738254
785.0,785.0,0.07162518
786.0,786.0,0.046102334
787.0,787.0,0.45621106
788.0,788.0,0.081977956
789.0,789.0,0.588699
790.0,790.0,0.38835537
791.0,791.0,0.6561902
792.0,792.0,0.59355724
793.0,793.0,0.18633178
794.0,794.0,0.12654884
795.0,795.0,0.12165336
796.0,796.0,0.084168896
797.0,797.0,0.24016437
798.0,798.0,0.046665926
799.0,799.0,0.10311154
800.0,800.0,0.3586726
801.0,801.0,0.059313856
802.0,802.0,0.3268028
803.0,803.0,0.118748166
804.0,804.0,0.2712316
805.0,805.0,0.14908986
806.0,806.0,0.07971404
807.0,807.0,0.08671544
808.0,808.0,0.55858344
809.0,809.0,0.15234116
810.0,810.0,0.068547085
811.0,811.0,0.017085763
812.0,812.0,0.31734255
813.0,813.0,0.10502325
814.0,814.0,0.051689368
815.0,815.0,0.026370388
816.0,816.0,0.6030994
817.0,817.0,0.07676984
818.0,818.0,0.4519491
819.0,819.0,0.45502886
820.0,820.0,0.1536429
821.0,821.0,0.23915565
822.0,822.0,0.2715222
823.0,823.0,0.019704152
824.0,824.0,0.88892853
825.0,825.0,0.26969275
826.0,826.0,0.03473545
827.0,827.0,0.68368506
828.0,828.0,0.22659735
829.0,829.0,0.40645447
830.0,830.0,0.1359539
831.0,831.0,0.3837175
832.0,832.0,0.038334284
833.0,833.0,0.6171376
834.0,834.0,0.16781855
835.0,835.0,0.08323802
836.0,836.0,0.1953887
837.0,837.0,0.06286405
838.0,838.0,0.13333255
839.0,839.0,0.018739954
840.0,840.0,0.12801781
841.0,841.0,0.1479673
842.0,842.0,0.06768139
843.0,843.0,0.07489033
844.0,844.0,0.872681
845.0,845.0,0.5018903
