label,prediction
0,0.3605273973899326
0,0.4984288057311596
1,0.8091348833597823
0,0.055567053811838255
0,0.6287500633174555
1,0.6994906917300453
0,0.2139102345463058
0,0.3580482715653036
0,0.28914030091429893
0,0.01496475685192403
0,0.4734418091669382
0,0.4336155066583039
0,0.20691886180687666
0,0.641175058453425
0,0.28044421307699136
0,0.7089531386796478
0,0.015296275304312715
0,0.20449454312335183
0,0.6502607097413801
0,0.30410023835855843
1,0.8653183102696264
0,0.3748401670916276
0,0.32630329044416767
0,0.2652913072274805
0,0.4054616916493849
0,0.2573203635673322
0,0.8173002375678242
0,0.5529484154574839
0,0.020565305866867875
0,0.5395695694395428
0,0.45796773789350514
0,0.21595466158393392
0,0.5296091735940426
0,0.12226485576666561
0,0.435835358231104
0,0.5453548812900008
0,0.04447130937356308
1,0.8444005424981242
0,0.4130998162888216
0,0.14734362523017494
0,0.015474069463478131
1,0.13959543395534335
0,0.09119532440587357
0,0.7738024033618918
1,0.40050706251283985
0,0.07776450304431448
0,0.05394307118274281
0,0.18260343211408342
0,0.5057126119815025
0,0.3851356181331177
0,0.6784369861191407
0,0.7878349757490666
0,0.14070224872240167
0,0.0014415443054355604
0,0.004992070298856601
0,0.04756161188910939
1,0.8677392029301195
0,0.29735260953408593
0,0.20801026602620995
0,0.3085256055697674
0,0.19625376968597855
0,0.05852963555951428
0,0.13276220256608484
0,0.11834781860491299
0,0.03301973175464338
0,0.08355288824043056
0,0.1565737537411818
0,0.03180051902652769
0,0.027308269704431325
0,0.3421289759704406
1,0.7855050847286527
0,0.12133482860657147
0,0.37471344223154357
0,0.856161002213942
0,0.156460762535205
0,0.3979969120912498
0,0.8119920824864175
0,0.05494337056642242
0,0.22764944103765777
0,0.45671554310566087
0,0.03910108612002739
0,0.2035796965602363
0,0.4218569880218108
0,0.9643438805896727
0,0.24000249362401307
0,0.16320004115184647
0,0.025103344898766054
0,0.305595036208064
1,0.5849424818469845
1,0.6287322989037966
0,0.3943742211735663
0,0.09756497641889192
0,0.7319382752827173
1,0.9731789071843404
0,0.3649602058961104
0,0.7733593745064307
0,0.37718079879648037
0,0.23564193676244133
0,0.22569139379933403
0,0.3474854339256723
0,0.3927685286026664
0,0.014869624930930081
1,0.7314839845022939
0,0.24767488330249138
0,0.021181228667631627
0,0.26692675250560016
0,0.1580531872851095
0,0.3103274115526862
0,0.12193617951057684
0,0.6358111939769477
1,0.5835058930237063
1,0.5269936916433973
0,0.6371367489945523
0,0.00685563353935649
0,0.23638569936915624
0,0.4043519028122918
0,0.6782495982267082
0,0.3383325317343787
0,0.6400182645343067
0,0.5813590164290641
0,0.006234212019318034
0,0.12326436313814447
0,0.03846849142920645
0,0.26402108392183826
0,0.02870082384352025
0,0.35496638734580616
0,0.899334750245717
0,0.13525518507098783
0,0.7968217268573118
0,0.852427858638021
0,0.14609247077872892
0,0.35640461551262415
0,0.9041179981272864
0,0.2423249235790539
0,0.2375278032340362
0,0.5340978508989582
0,0.8238846327927466
0,0.5427851098040279
0,0.8036252885145949
0,0.4874995289675233
0,0.5973100778286368
1,0.7295383209960004
0,0.8077363874559088
0,0.002303224239222452
0,0.5326057562526982
0,0.5642478196156915
1,0.9249339689991869
0,0.15894744813541742
0,0.013985232085344513
0,0.11726296817269297
0,0.36218211476828877
0,0.49746794769635727
1,0.13112021802237064
1,0.5778420407361231
1,0.8704466488060919
1,0.6282652228882849
0,0.015323152711175302
0,0.340907976906297
1,0.7932272051327196
0,0.4978505150540118
1,0.6254336278334144
0,0.14967186132276136
0,0.015270638288897437
0,0.3205679543467296
0,0.24615759735392623
0,0.34163630385744037
0,0.935044152249722
0,0.06178397049043421
0,0.02117739037048406
0,0.23559269630457866
0,0.23979913703572694
0,0.00525333316593884
0,0.04645582512412965
0,0.0025624118709773273
0,0.5276208023785043
1,0.4854304455021494
0,0.5640906544900092
0,0.3031106395289092
0,0.6768581191511426
0,0.6375037239717596
0,0.20488521845821336
0,0.10262321128830845
0,0.008458402870179078
0,0.011019994648080149
0,0.08506501360243926
0,0.27408818704067883
0,0.22123950887814708
0,0.4117585950381631
0,0.476226907075647
0,0.30566030708922143
0,0.06759998352294484
0,0.4695249648655229
1,0.569859606134474
1,0.6534754760477621
0,0.4726401177769557
0,0.0005042671785572624
1,0.5505141230931789
1,0.3664421667259111
0,0.44578808589823465
0,0.40654453608228514
0,0.20471765306478137
0,0.5140093264261655
0,0.4206160846299488
0,0.4327491944048021
0,0.4108324559401566
0,0.08931333304169763
0,0.2723818696763086
0,0.3415967143039383
0,0.1598785100542537
0,0.24913454497760448
0,0.20587894942053528
0,0.6654955909736865
0,0.22003614852227515
0,0.26367146086560184
0,0.7363239338904822
0,0.49773792422528396
0,0.5719654020804309
0,0.4633716115775953
0,0.7370275645262073
1,0.8526030180071844
0,0.36477789411976214
0,0.20261122371381782
0,0.43429347594888557
0,0.30031968918515795
0,0.18128292379200842
0,0.2528116800304241
0,0.4103260631392923
0,0.17625093163475208
0,0.3288221013476469
0,0.3771462874274476
0,0.07290558798583512
0,0.1662597620803228
0,0.006505029105633951
0,0.766278357433693
0,0.40179575986237603
0,0.5525886783184196
0,0.4198617390533288
0,0.9349850934043799
0,0.33318655730259267
0,0.17343073215181556
0,0.7134464322983164
0,0.023801211725574176
0,0.13575259792746203
0,0.0035167769495177818
0,0.6954000718321411
0,0.014294925186833255
1,0.9337116545150383
