label,prediction
0,0.3892979245389003
0,0.40360801789814704
0,0.4414692317706628
0,0.4599499964772614
1,0.18109295290320884
0,0.3956927276075857
0,0.0802591964697217
0,0.22260499517798604
0,0.547574429056373
1,0.3158987003911649
0,0.21297178552380758
0,0.19412967074118936
0,0.2709121439465472
0,0.07593188677434488
0,0.5477695959162511
0,0.6463532107782854
0,0.0720903434033276
0,0.23307878023619788
0,0.18552590429404958
0,0.36891015440320357
1,0.8650172283629253
0,0.7339885967656405
1,0.46278062820785243
0,0.09001371540556048
0,0.5756948859042594
0,0.3415260778680182
0,0.6509439744377283
0,0.27713291107752275
0,0.2202887574498199
0,0.753456461467998
0,0.49057747395543816
0,0.7325846519430406
0,0.4741150341640079
0,0.27871438660505127
0,0.46648704883785513
0,0.45345549490886716
1,0.42306355441049925
1,0.42306355441049925
0,0.17628662519678479
0,0.14072198076701642
0,0.1742596240709316
0,0.24636558232285125
0,0.3458398950821007
0,0.1765485141887398
0,0.7931312569638259
1,0.8625412261151963
0,0.29164871249169017
0,0.5868324517710616
0,0.38895209769235
1,0.6701968151874208
1,0.9198386419112257
1,0.28223805149335246
0,0.8264431877021451
0,0.39142359356192624
0,0.4690981451645236
1,0.5185685126964108
0,0.5025731256464845
0,0.6056282976049772
0,0.516309376666634
0,0.1323018012242236
0,0.4343393965925655
0,0.24827718364231324
0,0.18153519397645118
1,0.8388580685092232
0,0.2956190774885201
0,0.3558329518562606
1,0.724286208064859
0,0.7129985457724719
0,0.1349936527829552
0,0.21986546875755264
0,0.22682624090821038
0,0.17155388894346113
0,0.576533407741816
0,0.24783140033790602
0,0.07365947340130116
0,0.6000697595319332
0,0.2869589869322545
0,0.5291915176889121
0,0.15715226234675386
0,0.4531914575736844
0,0.21300467031730783
0,0.09744075858180302
0,0.4030130299029356
0,0.22174644841279487
0,0.41311174006347984
0,0.45232809804441765
0,0.8619710278880491
0,0.3101469880666946
1,0.890661304326145
1,0.6226502202083202
0,0.10247579590083587
0,0.10316648269389207
0,0.08760865890845931
0,0.6614294742593974
0,0.5871384815960244
0,0.5505049725801089
1,0.6469981230407957
0,0.4063967102884123
0,0.2597562644861255
0,0.22811121833410652
1,0.49079266359276935
0,0.46406190167166267
0,0.13011777318068093
0,0.40472535675951843
0,0.7272339525792296
1,0.5103870343472966
0,0.42751822736108963
0,0.23848771094759022
0,0.3651619795182582
1,0.6995620607084403
1,0.8015469105785719
0,0.18770842690541242
0,0.08575671102704514
0,0.07210127661388208
0,0.21113557679380474
0,0.37227114717222304
0,0.23808037878295304
0,0.3291223355354441
0,0.24469970978590486
0,0.49866611858277166
0,0.28527392152769343
0,0.5597194957564754
0,0.21339581455968004
0,0.18312226232256207
0,0.6732134978258594
0,0.2580782904038662
0,0.4552854794893458
0,0.705718367851329
0,0.48343413120550915
1,0.7386415497703828
0,0.1368338053600153
1,0.3475337588410499
1,0.6708980444812653
0,0.18654880026071952
0,0.3119221048846256
0,0.45492151467321074
0,0.11882243565292833
0,0.1472850483256953
0,0.15746042634751092
0,0.2633109965085049
0,0.3323481450860282
0,0.24073890738559406
0,0.15201977947338155
0,0.47169986253920143
0,0.323932190538251
0,0.5042579414672556
0,0.3401007385949252
0,0.6221535118206359
0,0.6414073146354523
0,0.24715779363390164
1,0.7022585571586926
0,0.2991976595901562
0,0.2045349871903565
0,0.31150895453918287
0,0.4015495059679378
0,0.09948698238658535
1,0.7992025571474677
0,0.32518170785303147
1,0.6517725673301906
0,0.07494357691804186
0,0.20151409314489913
0,0.6625829261195012
1,0.47551598004232937
0,0.3844335087104143
0,0.6660346987750613
0,0.27381410766562475
0,0.3944584299608531
0,0.1297696449456545
0,0.5226544852040528
0,0.3530558007420561
0,0.6768653463985677
0,0.2835670452256979
0,0.8638392556938284
0,0.40558720703642204
0,0.17458446548216353
0,0.5553393244894358
0,0.35357012222815576
0,0.18363231201155744
0,0.2748444688395745
0,0.7066084944770293
0,0.27221144710642003
0,0.6308210327112168
1,0.6948952403610688
1,0.6335929334482716
0,0.10742338608870859
0,0.35460612440741246
0,0.17241449289931807
0,0.17611175408462978
0,0.1610200231312522
0,0.42444703217540447
0,0.5158428724458888
0,0.295980706774648
0,0.6945249126216568
0,0.3864040656506648
0,0.15361107562310217
0,0.11624280631391058
0,0.29462222938406646
0,0.1887912120746862
0,0.23939212702545307
0,0.26017017619630545
0,0.3179530012098947
1,0.9647414547951981
0,0.7533751606470164
0,0.4833637905269633
1,0.7667081785631685
0,0.9344621538372834
0,0.6632403263755764
0,0.23370986633806415
0,0.07923613650685943
0,0.03640512476394699
0,0.2102663286182607
0,0.23496370231830566
0,0.6288152218273042
0,0.22737737307901296
0,0.32331407308111026
0,0.7884993180969601
0,0.8712517344842308
0,0.21897019057219003
0,0.3495675047287028
0,0.3217449801761322
0,0.29806247585290424
0,0.35791155076731856
1,0.7930222293135795
0,0.24004875595541605
0,0.33080879921532524
0,0.18838948645016318
0,0.3288097808042184
0,0.7576643397597458
0,0.14116196503656345
0,0.841029556277039
0,0.3100944995850325
0,0.5097769300525649
0,0.2259237582584859
0,0.2422246430486207
0,0.7175933002417264
0,0.47460480186346393
0,0.7724433440281038
0,0.4980356085596441
1,0.6517725673301906
0,0.5365932234012672
0,0.4792619380029673
1,0.7140158672202562
0,0.6794984106025127
0,0.14871670610872073
0,0.06750083064639696
0,0.21035692503405318
0,0.33399147186235073
0,0.7846339400448157
0,0.16424622072541392
0,0.17340048840243685
0,0.3264064194948036
0,0.10955645350803063
0,0.04011317532122155
1,0.7039214309228569
0,0.5616800338452079
0,0.6532659778877253
0,0.14568562142669064
0,0.32748675720421155
0,0.14808843451159953
0,0.3340785385584573
0,0.41912425604380826
1,0.6288203781099581
1,0.9400223893409959
0,0.316912214864801
0,0.22599666196176377
0,0.3250165480426291
0,0.0420506559965283
0,0.44462494434674704
1,0.739767001318701
1,0.3041427406621656
0,0.14524704280096096
0,0.5179560516243815
0,0.3451673910567246
0,0.18448973004039249
1,0.5074390104506763
1,0.7695031957523188
0,0.1994395530157406
0,0.154220180808041
0,0.34866716780576756
0,0.29756840562762854
0,0.23768237753141064
0,0.3449894778575553
1,0.8489763768944136
0,0.15045256096372459
1,0.7549800399745416
0,0.38781909864689024
0,0.26941373601877544
0,0.2016277126007224
0,0.30229760937995576
0,0.05783307411572296
0,0.5109636563185067
0,0.11856551658859223
1,0.23909956395992865
0,0.04578637739828937
0,0.35118569081256107
0,0.05726873681029939
0,0.42189138611101973
0,0.9480883955580571
0,0.04230458781982441
0,0.5388766924749679
0,0.9148220076854772
1,0.5215024282971161
0,0.258139467194631
0,0.23231961165269166
0,0.1931098989645478
0,0.5185910855803767
0,0.5480476574141927
0,0.28705987006802514
0,0.2013043124115519
0,0.7108122689087495
0,0.9110440692363334
0,0.05607724556679501
0,0.2400086743623028
0,0.14815328930059474
0,0.2620098249995427
0,0.24663957345319834
0,0.05056177879026823
0,0.08819887836948528
0,0.3933800633086292
1,0.46877380803165103
0,0.04283547299499012
0,0.5030819783874303
0,0.18091039075225834
0,0.2160047798232184
0,0.17118123392572704
0,0.35284612390718767
1,0.7541898747298018
0,0.209632035626738
0,0.5218158223064696
0,0.3718968433003823
0,0.2754171703522557
0,0.29139213609874626
0,0.24396111766510042
0,0.5730884752560648
0,0.5323713869778947
0,0.4595975541079053
1,0.7708236255881948
0,0.4536805704376115
0,0.09213802994315498
0,0.658836083708964
0,0.4645353832744941
1,0.3751418968879368
0,0.31570090153819924
0,0.36989350481157257
0,0.323060717731488
0,0.4810891186380478
0,0.27095980838437816
0,0.6073536488796145
0,0.4853874060470373
0,0.3450589360800837
0,0.30387442150578725
0,0.2991608275635295
1,0.9286634989740596
0,0.10837888927962633
0,0.4525470317455631
0,0.38794181244885717
0,0.452659563541408
0,0.09643710780047049
0,0.5213078015184762
0,0.867782772881437
0,0.4709872655503462
0,0.2417663812845447
0,0.7310961055142737
0,0.6121404146845509
1,0.5293706957138773
0,0.09716271828157384
1,0.3377469835583568
0,0.46915047430313644
1,0.7841900125852488
0,0.4177297744746119
0,0.13743818115481232
0,0.3770060549102441
0,0.23313488362188012
0,0.37146275038297827
0,0.6116662209334826
0,0.11445394281093801
0,0.9104519880371822
0,0.4844064643482235
0,0.2848974059841745
0,0.35470829929818015
0,0.2417390288118703
1,0.6351042492252716
0,0.27002145606498407
0,0.3153364854696207
0,0.33133817236532365
1,0.3791027419673454
1,0.5862875139783681
0,0.16814801901696252
0,0.43835836757319635
1,0.4532991258011939
0,0.19008609162698414
1,0.9243452761258025
0,0.08514127994705685
0,0.14614553703108651
1,0.6579184154446517
0,0.22701194840882255
0,0.5045232909102296
0,0.2797607330042764
0,0.2397853725253103
1,0.8837406023377647
0,0.6368900538767404
0,0.44776256931533154
1,0.6127271914546282
0,0.9182712856924418
0,0.24531088371395246
0,0.8458232707883172
0,0.6598117469255359
0,0.7368204835880305
0,0.25071415826275967
0,0.6619415789011069
0,0.942350331471786
0,0.3894981863779983
1,0.6826040819147963
