True_Label,Predicted_Probability
0,0.0532861351966858
0,0.11020889878273
0,0.59210604429245
0,0.0900313779711723
0,0.0800098180770874
0,0.337100923061371
0,0.22474405169487
0,0.399796366691589
0,0.0504253283143044
0,0.121710866689682
0,0.118467085063457
0,0.637316703796387
0,0.219683215022087
1,0.257027208805084
0,0.11533597111702
0,0.0720713213086128
0,0.339334756135941
0,0.030175942927599
1,0.859697341918945
1,0.175885319709778
0,0.135740652680397
0,0.0250945948064327
0,0.209928601980209
0,0.11715941131115
1,0.998066782951355
0,0.15935492515564
0,0.0924295708537102
0,0.551068842411041
0,0.916069090366364
0,0.429641336202621
0,0.370456039905548
0,0.558939516544342
0,0.277757912874222
0,0.0401502065360546
0,0.54036408662796
1,0.176059022545815
0,0.0312128998339176
0,0.306736022233963
0,0.286483496427536
0,0.693119049072266
0,0.309284955263138
0,0.03218974173069
0,0.131071865558624
0,0.130534321069717
0,0.151715084910393
0,0.734164357185364
0,0.192754134535789
0,0.161076709628105
0,0.0461133047938347
0,0.157419890165329
0,0.0101808235049248
0,0.0243786871433258
0,0.161197915673256
0,0.0672115460038185
1,0.998333275318146
0,0.0389406308531761
0,0.134463995695114
0,0.276726335287094
0,0.0714259445667267
0,0.070569172501564
0,0.913577556610107
0,0.0108503475785255
0,0.260372638702393
1,0.822410225868225
0,0.962011992931366
0,0.317470222711563
1,0.414393335580826
0,0.377582222223282
0,0.126777142286301
0,0.155572414398193
0,0.119856894016266
0,0.0632519572973251
0,0.0412261262536049
0,0.12113731354475
0,0.232273370027542
0,0.0681430473923683
0,0.131582006812096
0,0.0278605557978153
0,0.114406354725361
0,0.103453747928143
0,0.365850895643234
0,0.0193793978542089
0,0.278183996677399
0,0.283193498849869
0,0.08815798163414
0,0.0160415153950453
0,0.243800774216652
0,0.0635787546634674
0,0.136748909950256
0,0.0874029248952866
0,0.195188194513321
1,0.998424053192139
0,0.521409273147583
0,0.0255111921578646
1,0.937088310718536
0,0.138116240501404
0,0.431392878293991
0,0.0764054507017136
1,0.891964793205261
0,0.466053515672684
0,0.430937230587006
0,0.149030923843384
0,0.116464927792549
1,0.534402251243591
0,0.236727505922318
0,0.0456028059124947
0,0.672259032726288
1,0.800400257110596
0,0.0822456404566765
0,0.37893608212471
0,0.518184900283813
0,0.0212543625384569
0,0.60481595993042
0,0.275489300489426
1,0.997149646282196
0,0.311282396316528
0,0.151338800787926
0,0.066578209400177
0,0.303731590509415
0,0.399776369333267
0,0.175083592534065
0,0.0830188691616058
0,0.286053210496902
0,0.0688997134566307
0,0.0666992589831352
1,0.388873517513275
1,0.995688378810883
0,0.22445772588253
0,0.313380241394043
1,0.29186874628067
1,0.669408023357391
0,0.101368740200996
0,0.0610305294394493
0,0.717132270336151
0,0.0116505064070225
0,0.223744302988052
0,0.0873970538377762
0,0.0953758955001831
0,0.448780685663223
1,0.388873517513275
0,0.133207306265831
0,0.0234329253435135
0,0.266436964273453
0,0.154659643769264
0,0.0962088108062744
0,0.0656960383057594
0,0.0103199454024434
0,0.256819307804108
0,0.255725532770157
0,0.543129742145538
1,0.445244580507278
0,0.0523920767009258
0,0.0771895945072174
0,0.0768147706985474
0,0.032352726906538
0,0.158903956413269
0,0.316435635089874
0,0.217803940176964
0,0.237987592816353
0,0.0743105188012123
0,0.0287139881402254
0,0.0410970821976662
0,0.258902579545975
0,0.0586081743240356
0,0.0518350675702095
0,0.101100526750088
0,0.968007802963257
0,0.0564621016383171
0,0.0685499384999275
0,0.409197598695755
0,0.224009454250336
1,0.459654927253723
0,0.056225623935461
0,0.048459354788065
0,0.203137084841728
1,0.785017609596252
0,0.307632863521576
1,0.990385055541992
0,0.526261389255524
0,0.245296791195869
0,0.0431129671633244
0,0.0536372065544128
0,0.216447815299034
0,0.55743020772934
0,0.164073824882507
0,0.352960497140884
0,0.396036356687546
1,0.99799644947052
0,0.818750441074371
0,0.160735890269279
0,0.697198212146759
1,0.593619167804718
0,0.303764879703522
0,0.216938480734825
0,0.0444616042077541
0,0.0303437225520611
0,0.21734507381916
0,0.111005403101444
0,0.0259085521101952
0,0.186915501952171
0,0.129748269915581
0,0.335755556821823
0,0.0633079186081886
0,0.0425778739154339
0,0.286640793085098
0,0.128344893455505
0,0.145824879407883
0,0.236995667219162
1,0.348054558038712
0,0.18850702047348
0,0.130289316177368
0,0.323372095823288
0,0.171624660491943
0,0.120285145938396
0,0.0702970772981644
1,0.514940440654755
0,0.194038465619087
0,0.0556646808981895
0,0.447201013565063
0,0.214605733752251
1,0.489273220300674
0,0.0484373159706593
0,0.224318504333496
0,0.0235585942864418
1,0.509894490242004
0,0.24643537402153
0,0.178287863731384
0,0.601684033870697
0,0.178265869617462
1,0.12202188372612
0,0.39096999168396
